reports,visits,analyses,curves,mean_points,sd_points,min_points,p01_points,p05_points,p10_points,p25_points,median_points,p75_points,p90_points,p95_points,p99_points,max_points,median_native_spacing_ms,reports_with_65_points,reports_with_one_shared_length
416,400,416,14976,58.11538461538461,19.47378635372584,18,21.0,30.0,37.0,46.0,57.0,67.0,81.0,87.0,133.0,156,13.44083829787234,7,416
