task,comparison,reference_model,candidate_model,n,delta_roc_auc,delta_roc_auc_ci_low,delta_roc_auc_ci_high,delta_average_precision,delta_average_precision_ci_low,delta_average_precision_ci_high
mid_first_rel15,timemil_uniform_curves_vs_cnn,current_cnn,timemil_uniform_curves,238,-0.06489579958967706,-0.1563947253572242,0.027804572082139836,-0.06901671391646352,-0.15925263525232242,0.04011053063953677
mid_first_rel15,timemil_uniform_curves_scalars_vs_cnn,current_cnn,timemil_uniform_curves_scalars,238,-0.015009178274484336,-0.06548465074716114,0.03667201653697399,-0.063356833298166,-0.12963636609886903,0.006723608561243826
mid_first_rel15,timemil_hierarchical_curves_vs_cnn,current_cnn,timemil_hierarchical_curves,238,-0.11489040060468625,-0.21603649943941247,-0.014077326797159773,-0.10401478971497344,-0.20077967651283543,-0.010326056001425029
mid_first_rel15,timemil_hierarchical_curves_scalars_vs_cnn,current_cnn,timemil_hierarchical_curves_scalars,238,-0.007882518086599566,-0.06937677041143926,0.052951543898809475,-0.04836053123182632,-0.11227718706573256,0.028339352112331576
mid_first_rel15,ensemble_equal_cnn_mantis_vs_cnn,current_cnn,ensemble_equal_cnn_mantis,238,0.03455350394125911,-0.03338821227415689,0.09942232969576713,0.010326080051044073,-0.08767871037059755,0.12039536762437741
mid_first_rel15,ensemble_equal_cnn_moment_vs_cnn,current_cnn,ensemble_equal_cnn_moment,238,0.015009178274484447,-0.052769486018566014,0.08139768179999271,0.0135957980914167,-0.07585305182071043,0.1277844955011665
mid_first_rel15,ensemble_equal_cnn_timemil_vs_cnn,current_cnn,ensemble_equal_cnn_timemil,238,0.0026994924954109045,-0.02272785369027709,0.02749950141254487,0.00822407356585203,-0.019581041221861054,0.03624350573033639
mid_first_rel15,ensemble_equal_cnn_hierarchical_vs_cnn,current_cnn,ensemble_equal_cnn_hierarchical,238,0.0012957563977973319,-0.034725445526124755,0.03340289421446179,-0.013672947985722828,-0.054144538366908614,0.02482238251382988
mid_first_rel15,ensemble_equal_cnn_mantis_moment_vs_cnn,current_cnn,ensemble_equal_cnn_mantis_moment,238,0.027642803153007267,-0.042993047299978764,0.09922559359771115,0.013479639831227408,-0.08317144007976342,0.1286344725363968
mid_first_rel15,ensemble_equal_cnn_mantis_timemil_vs_cnn,current_cnn,ensemble_equal_cnn_mantis_timemil,238,0.037684915235935756,-0.020644437799042983,0.09990155747031146,0.02648258797176073,-0.058099372674997554,0.13073098218554402
mid_first_rel15,ensemble_equal_cnn_mantis_moment_timemil_vs_cnn,current_cnn,ensemble_equal_cnn_mantis_moment_timemil,238,0.032177950545297485,-0.03227951673652874,0.09687355372432048,0.026450373921902304,-0.06857896586322812,0.1442705688032483
mid_first_rel15,ensemble_crossfit_cnn_mantis_vs_cnn,current_cnn,ensemble_crossfit_cnn_mantis,238,0.03498542274052496,-0.020475573762887184,0.09123255355158916,0.011646269702774492,-0.06654634390873715,0.10039452240668671
mid_first_rel15,ensemble_crossfit_cnn_moment_vs_cnn,current_cnn,ensemble_crossfit_cnn_moment,238,0.014469279775402244,-0.05060293513957311,0.07801662723560328,0.004655651719295495,-0.08248378685748464,0.11073196550508564
mid_first_rel15,ensemble_crossfit_cnn_timemil_vs_cnn,current_cnn,ensemble_crossfit_cnn_timemil,238,-0.00421120829284094,-0.02849340014430867,0.017937870872033117,-0.007464442952915928,-0.03858519315182297,0.02288437150095753
mid_first_rel15,ensemble_crossfit_cnn_hierarchical_vs_cnn,current_cnn,ensemble_crossfit_cnn_hierarchical,238,0.0012957563977973319,-0.005564458891664839,0.008559360836903162,-0.009906300215965336,-0.025613717004241726,0.0033557015842728155
mid_first_rel15,ensemble_crossfit_cnn_mantis_moment_vs_cnn,current_cnn,ensemble_crossfit_cnn_mantis_moment,238,0.028290681351905822,-0.03661625846895135,0.09493376520359591,-0.009778171283888304,-0.09445589313975408,0.09194572419978704
mid_first_rel15,ensemble_crossfit_cnn_mantis_timemil_vs_cnn,current_cnn,ensemble_crossfit_cnn_mantis_timemil,238,0.025375229456862103,-0.030667348038113065,0.08191953606949516,-0.005912658144488936,-0.07599455343485169,0.07421887823089388
mid_first_rel15,ensemble_crossfit_cnn_mantis_moment_timemil_vs_cnn,current_cnn,ensemble_crossfit_cnn_mantis_moment_timemil,238,0.02613108735557723,-0.03698499135627851,0.08594846698608827,-0.018113009721113404,-0.09818059871114018,0.08149569908574811
