model,repeat,fold,best_epoch,best_val_loss,parameters,seconds
scalar_mlp,0,0,20,1.4744244813919067,9506,1.5322165489196777
scalar_mlp,0,1,13,0.9382990002632141,9506,1.2013120651245117
scalar_mlp,0,2,13,1.358879804611206,9506,1.2096915245056152
scalar_mlp,0,3,18,1.1222646236419678,9506,1.5052573680877686
scalar_mlp,0,4,12,1.2656714916229248,9506,1.4102873802185059
scalar_mlp,1,0,19,0.9909548163414001,9506,1.7991108894348145
scalar_mlp,1,1,1,1.36654794216156,9506,1.0677580833435059
scalar_mlp,1,2,8,1.243166208267212,9506,1.5533528327941895
scalar_mlp,1,3,10,1.2170809507369995,9506,1.7069661617279053
scalar_mlp,1,4,24,0.9635428786277771,9506,2.421940565109253
scalar_mlp,2,0,9,1.0488921403884888,9506,1.684648036956787
scalar_mlp,2,1,1,1.1285206079483032,9506,1.3111817836761475
scalar_mlp,2,2,14,1.0052986145019531,9506,2.0000510215759277
scalar_mlp,2,3,17,1.0872688293457031,9506,2.130553722381592
scalar_mlp,2,4,21,0.9639560580253601,9506,2.3730111122131348
