index,model,segment,temporal_patch,mean,std
189,timemil_curves,16,10,0.004028050486241006,0.001102365171968406
190,timemil_curves,16,11,0.004206583535830889,0.0011637141770402587
191,timemil_curves,16,12,0.003985814352034584,0.0012722814733492844
192,timemil_curves,17,1,0.005235932815816065,0.0028059718160364467
193,timemil_curves,17,2,0.005250720314078909,0.0033202986788933328
194,timemil_curves,17,3,0.004368864428330244,0.0015339346340826588
195,timemil_curves,17,4,0.005015011779971796,0.0016193670502352697
196,timemil_curves,17,5,0.0050911682378109386,0.001225677730461248
197,timemil_curves,17,6,0.004231196575790268,0.0013865005003170295
198,timemil_curves,17,7,0.004607564617073586,0.0015252806075130145
199,timemil_curves,17,8,0.0040377886176398885,0.0015261958059338459
200,timemil_curves,17,9,0.004254487921785125,0.0011921273570823382
201,timemil_curves,17,10,0.0043725524755085215,0.0016612939162840691
202,timemil_curves,17,11,0.004375632959437564,0.0013125934590004738
203,timemil_curves,17,12,0.00412352744953613,0.0016243846889344266
204,timemil_curves,18,1,0.005104921025443165,0.0029000124001951075
205,timemil_curves,18,2,0.005026939105899895,0.002466387685728236
206,timemil_curves,18,3,0.004592733670460421,0.0018695634438100361
207,timemil_curves,18,4,0.005213999145413835,0.0017135118392622472
208,timemil_curves,18,5,0.005430480783233936,0.001598542867770425
209,timemil_curves,18,6,0.004546701568159267,0.0021567413215717985
210,timemil_curves,18,7,0.00479457776077843,0.001490448747693579
211,timemil_curves,18,8,0.004170827930519248,0.001618200694774057
212,timemil_curves,18,9,0.004547520945662586,0.0019023936896143282
213,timemil_curves,18,10,0.004660864178181289,0.0024205376550156337
214,timemil_curves,18,11,0.004786845391025344,0.002309689398467302
215,timemil_curves,18,12,0.0046157974861327465,0.0025081323693911515
216,timemil_curves_scalars,1,1,0.004789405988584108,0.0009358434550254397
217,timemil_curves_scalars,1,2,0.0052450144880631265,0.0012589315336464636
218,timemil_curves_scalars,1,3,0.004365327351280496,0.0006682922165764718
219,timemil_curves_scalars,1,4,0.005603825473891837,0.0011108172206267216
220,timemil_curves_scalars,1,5,0.004751334873716808,0.0005251843382090436
221,timemil_curves_scalars,1,6,0.004317826414363412,0.0004069322374643559
222,timemil_curves_scalars,1,7,0.004763926880261978,0.0006432594542841583
223,timemil_curves_scalars,1,8,0.00410858600913007,0.0004492485327883507
224,timemil_curves_scalars,1,9,0.004781382629929595,0.0004727495717815407
225,timemil_curves_scalars,1,10,0.004457153227305463,0.0005437136148084613
226,timemil_curves_scalars,1,11,0.004349055238255933,0.0007002284247160408
227,timemil_curves_scalars,1,12,0.004310592724315571,0.0007619254422834362
228,timemil_curves_scalars,2,1,0.004655465691060829,0.0008718858132395026
229,timemil_curves_scalars,2,2,0.005218726620978105,0.0012297796819180035
230,timemil_curves_scalars,2,3,0.004302474941095698,0.0006726065859459267
