task,model,reference_model,n,delta_roc_auc,delta_roc_auc_ci_low,delta_roc_auc_ci_high,delta_average_precision,delta_average_precision_ci_low,delta_average_precision_ci_high,delta_brier_score,delta_brier_score_ci_low,delta_brier_score_ci_high
mid_first_rel15,noapex__gpu_curve_net,clinical_ridge,238,-0.07542382032177952,-0.16918940863731496,0.022740315968965193,-0.05604114081645653,-0.18534919649383208,0.04211186053862686,0.005731173795649719,-0.018142965397032525,0.02895554586130302
mid_first_rel15,noapex_fixed_qc__transmural_sparse,clinical_ridge,238,-0.02904653925062084,-0.10726709261686325,0.04295495840953329,-0.03535827759392052,-0.12559621637996815,0.0261880666714049,0.002361598722343927,-0.011487921497606928,0.015790299719886807
mid_first_rel15,noapex_fixed_qc__variability_sparse,clinical_ridge,238,-0.040600367130979365,-0.0921491434154056,0.009317011553438745,-0.048378653053730764,-0.12462379952136725,-0.0019734315905700446,0.008039339601792789,-0.0034853972866071593,0.0193103580804839
mid_first_rel15,noapex_fixed_qc__combined_trees,clinical_ridge,238,-0.025483209156678566,-0.11019322107081175,0.050438978346491754,-0.010275204728736775,-0.10525517086413327,0.0715533883998955,-0.05862299043756489,-0.08450260443364199,-0.034821491934475444
mid_first_rel15,noapex_fixed_qc__gpu_curve_net,clinical_ridge,238,-0.06376201274160453,-0.15513411078717199,0.029274194299255634,-0.041605252304243084,-0.14302558279643662,0.044028456320996986,-0.0034184733709314297,-0.025424945174234537,0.01659942913608824
mid_first_rel15,noapex_shape_qc__transmural_sparse,clinical_ridge,238,-0.0045351473922903285,-0.08347230596547059,0.06625588719920977,0.008040564677689821,-0.08982769596074697,0.09179592603718012,-0.006350200961215524,-0.022437595801917756,0.009678105174444018
mid_first_rel15,noapex_shape_qc__variability_sparse,clinical_ridge,238,-0.018248569268977444,-0.07608258017805775,0.03515462035878177,-0.035149095445394185,-0.11470391982662421,0.015610438648944475,0.005715868132390695,-0.006177986011960824,0.016744375085193886
mid_first_rel15,noapex_shape_qc__combined_trees,clinical_ridge,238,-0.020840082064571774,-0.10906506501385063,0.057823995766784826,-0.016938549546753834,-0.13588843225864203,0.060085698886949895,-0.057885914695221086,-0.08385817735417615,-0.033084172556940766
mid_first_rel15,noapex_shape_qc__gpu_curve_net,clinical_ridge,238,-0.0433538494762985,-0.1295759042226137,0.054290620286340484,-0.033727439833293515,-0.1360866842526961,0.05409009947475608,0.00023194834933809583,-0.022560803901028905,0.021510505035156686
mid_first_rel20,original18__transmural_sparse,clinical_ridge,262,-0.025011099600414477,-0.11219747122795891,0.048304514394307,-0.06836076810528285,-0.19759160503979695,0.06074760221016922,-0.015955967828104684,-0.03221478541430012,0.0034368399551470974
mid_first_rel20,original18__variability_sparse,clinical_ridge,262,-0.0695574959301466,-0.1326131087239802,-0.02104740309767275,-0.059984848072556746,-0.12579432812846264,-0.015495603910982423,0.013273362921859988,0.005578989883781214,0.021183835254684973
mid_first_rel20,original18__combined_trees,clinical_ridge,262,-0.11883972177001623,-0.20569828561956133,-0.03526258324210911,-0.14972743633856483,-0.29325793465151284,-0.040022966372244465,-0.08850659978120985,-0.11365307929184376,-0.06056700109953061
mid_first_rel20,original18__gpu_curve_net,clinical_ridge,262,-0.11047802279117958,-0.22277682510494212,-0.002526098995597267,-0.1389027841885085,-0.27811529175059485,-0.023583596283455653,0.029660134718871883,0.008744870292354196,0.049518027252076026
mid_first_rel20,noapex__transmural_sparse,clinical_ridge,262,-0.031078881160278238,-0.12523810488657947,0.057829078699490256,-0.03030709424489164,-0.12808234177065225,0.06045041127369284,-0.011465338133917258,-0.027138600755770157,0.0045118799371486286
mid_first_rel20,noapex__variability_sparse,clinical_ridge,262,-0.0966405209412462,-0.1572068285043322,-0.0397123740256099,-0.07006721193057647,-0.1515712356856477,-0.005099387857362148,0.009042184356332722,-0.0005774877033114605,0.018798573826667088
mid_first_rel20,noapex__combined_trees,clinical_ridge,262,-0.15406245375166494,-0.2503759243149196,-0.06564266008098607,-0.1557054452628479,-0.29963668538638816,-0.035564001363388026,-0.0826810622382628,-0.10742685104936023,-0.055594028332271735
mid_first_rel20,noapex__gpu_curve_net,clinical_ridge,262,-0.16479206748557063,-0.2655455536645038,-0.05925503711558864,-0.1486764871696946,-0.27750514923436437,-0.023728576043199237,0.03652642311564591,0.0163168812042069,0.05577389340802661
mid_first_rel20,noapex_fixed_qc__transmural_sparse,clinical_ridge,262,-0.06659760248631064,-0.16579892289818565,0.01847112353047466,-0.02153202029500595,-0.13348123529983708,0.08007173139028356,-0.008023136031279882,-0.023565070384129368,0.009630027223085124
mid_first_rel20,noapex_fixed_qc__variability_sparse,clinical_ridge,262,-0.11203196684919348,-0.17411423653147692,-0.057017418500593504,-0.07689154340606494,-0.13900615089542276,-0.029483991720363922,0.008649009393950413,-0.0017052730152335826,0.018370680962183916
mid_first_rel20,noapex_fixed_qc__combined_trees,clinical_ridge,262,-0.14636673079769136,-0.24269343541776928,-0.04972682412456263,-0.162737141463289,-0.31370055334824204,-0.0514382583134347,-0.08186686827458525,-0.10661836822569438,-0.052078448874714495
mid_first_rel20,noapex_fixed_qc__gpu_curve_net,clinical_ridge,262,-0.17692763060529826,-0.29090211185280573,-0.07631915699511581,-0.1522639177944249,-0.30138848628907555,-0.01975367583777706,0.020909900824929745,0.001573591991289631,0.04183031777900388
mid_first_rel20,noapex_shape_qc__transmural_sparse,clinical_ridge,262,-0.0765132455231613,-0.1686165880238174,0.008003851080524073,-0.06091239061117948,-0.15576384070383242,0.006744583666561103,-0.006461615124323999,-0.021032307958111934,0.009611898776032936
mid_first_rel20,noapex_shape_qc__variability_sparse,clinical_ridge,262,-0.084208968477135,-0.14106567662617633,-0.03399954860268947,-0.0893014731136671,-0.18266081039836568,0.006600694753784138,0.008322208094749928,0.0005928695386188576,0.016241378140449694
mid_first_rel20,noapex_shape_qc__combined_trees,clinical_ridge,262,-0.11913571111440002,-0.19163892906931643,-0.04591181406953996,-0.15489298034910354,-0.28847196109451173,-0.05758427079729023,-0.08301910728480284,-0.10838916396154352,-0.05566133544449914
mid_first_rel20,noapex_shape_qc__gpu_curve_net,clinical_ridge,262,-0.1515465443244044,-0.2698863122428181,-0.029740178066704315,-0.12403185071422296,-0.2765854770860636,0.02985856843376056,0.0284236481711371,0.008030170525973592,0.050278288764390854
mid_roll2_rel10,original18__transmural_sparse,clinical_ridge,194,-0.027286439051144917,-0.10724441812757272,0.05699215764332762,-0.05225976807037469,-0.165689384538115,0.044859590471827825,-0.006689214626615841,-0.02620916743682781,0.010485330932327699
mid_roll2_rel10,original18__variability_sparse,clinical_ridge,194,-0.1122994652406416,-0.18486672835605317,-0.04813868613138686,-0.12022194060931107,-0.21198074151364574,-0.052245498031270855,0.014711449024332912,0.0017300869495708567,0.028114720390718516
mid_roll2_rel10,original18__combined_trees,clinical_ridge,194,-0.11271081859317145,-0.1977774234368137,-0.01537465055966432,-0.11315669004670087,-0.21096508980582346,-0.034673751699026756,-0.01797824956240529,-0.04402640795888778,0.007952045236778702
