task,model,n,events,prevalence,roc_auc,average_precision,brier_score,sensitivity_top20pct,precision_top20pct,roc_auc_ci_low,roc_auc_ci_high,average_precision_ci_low,average_precision_ci_high,brier_score_ci_low,brier_score_ci_high
mid_roll2_rel15,noapex_fixed_qc__transmural_sparse,194,29,0.14948453608247422,0.5111807732497388,0.15847189313310106,0.21871823126670106,0.1724137931034483,0.1282051282051282,0.39842357024333436,0.6299292307602937,0.10819223623649815,0.25138458693589927,0.2005541421768037,0.23791654358729963
mid_roll2_rel15,noapex_fixed_qc__variability_sparse,194,29,0.14948453608247422,0.4998955067920585,0.1717898047749294,0.22132917330724453,0.2413793103448276,0.1794871794871795,0.3717736045251823,0.6219166943697302,0.10702714089658301,0.2820646677833335,0.20599349559543942,0.2374816145679938
mid_roll2_rel15,noapex_fixed_qc__combined_trees,194,29,0.14948453608247422,0.5419017763845351,0.18260758401352314,0.1417613353281298,0.2413793103448276,0.1794871794871795,0.4281396422205246,0.6641859923821319,0.11980482222092466,0.3180027965669243,0.1154111716628467,0.16909813450093464
mid_roll2_rel20,noapex_fixed_qc__transmural_sparse,194,13,0.06701030927835051,0.41393965150871226,0.13038140242896526,0.18212709337928945,0.07692307692307693,0.02564102564102564,0.2783025848460931,0.5714383294301326,0.03461614321836396,0.3137647955554019,0.16109870348451616,0.20484215566531203
mid_roll2_rel20,noapex_fixed_qc__variability_sparse,194,13,0.06701030927835051,0.4866128346791331,0.06788611538737604,0.20029883768038792,0.15384615384615385,0.05128205128205128,0.34521616049182674,0.6402507920600026,0.03814458977730541,0.13427670436256975,0.17928806462551802,0.2227539139585207
mid_roll2_rel20,noapex_fixed_qc__combined_trees,194,13,0.06701030927835051,0.3837654058648534,0.05484638610491791,0.07975942344842311,0.07692307692307693,0.02564102564102564,0.2452205308352849,0.5167033035270739,0.03045997782247729,0.09628852729233553,0.05327637013363114,0.10442694514984885
mid_first_rel10,noapex_fixed_qc__gpu_curve_net,211,65,0.3080568720379147,0.6032665964172813,0.3885817642907431,0.22956264466173879,0.27692307692307694,0.4186046511627907,0.5250935414743159,0.683165697106375,0.29342556957185534,0.5204765341851703,0.21770886265663658,0.24212235159667192
mid_first_rel12,noapex_fixed_qc__gpu_curve_net,225,58,0.2577777777777778,0.5618418335742308,0.3062214677759509,0.23178831346072218,0.22413793103448276,0.28888888888888886,0.4724694116282672,0.647638742200075,0.22446289967704497,0.4341062842093659,0.21741671231400914,0.24606692640238817
mid_first_rel15,noapex_fixed_qc__gpu_curve_net,238,49,0.20588235294117646,0.5671633732858223,0.24786028928819778,0.2322019958220384,0.24489795918367346,0.25,0.4774580516924352,0.6622800646426725,0.18114257899034927,0.3649433445528004,0.21670100138948667,0.24781173710836663
mid_first_rel20,noapex_fixed_qc__gpu_curve_net,262,29,0.11068702290076336,0.5350747373094569,0.13546583854681396,0.22387336755533468,0.13793103448275862,0.07547169811320754,0.42213805116974706,0.6470276435330927,0.0882486752973569,0.25819278048345545,0.2094325932273655,0.23755523794948052
