policy,analysis_id,layer,curves,accepted_curves,accepted_fraction
noapex_fixed_qc,AutoStrainCap_30740228-9_20260705_150246,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30740228-9_20260705_150619,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30740228-9_20260705_150619,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30740228-9_20260705_151045,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30740228-9_20260705_151045,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905318-9_20260703_141037,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905318-9_20260703_141037,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905318-9_20260703_141442,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_30905318-9_20260703_141442,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_30905318-9_20260703_141742,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905318-9_20260703_141742,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905318-9_20260703_142018,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905318-9_20260703_142018,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905373-4_20260719_134718,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905373-4_20260719_134718,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905373-4_20260719_135210,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905373-4_20260719_135210,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905373-4_20260719_135629,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_30905373-4_20260719_135629,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_30905373-4_20260719_135928,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_30905373-4_20260719_135928,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_31015650-0_20260624_185116,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31015650-0_20260624_185116,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31015650-0_20260624_190101,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31015650-0_20260624_190101,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31015650-0_20260624_190415,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31015650-0_20260624_190415,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31015650-0_20260624_190829,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31015650-0_20260624_190829,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31368451-6_20260616_143036,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31368451-6_20260616_143036,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31368451-6_20260616_143905,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31368451-6_20260616_143905,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31368451-6_20260616_144528,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31368451-6_20260616_144528,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31368451-6_20260616_145941,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31368451-6_20260616_145941,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31679667-1_20260629_143005,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31679667-1_20260629_143005,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31679667-1_20260629_143612,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31679667-1_20260629_143612,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31679667-1_20260629_143856,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31679667-1_20260629_143856,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31679667-1_20260629_144203,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31679667-1_20260629_144203,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31788903-8_20260705_173125,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_31788903-8_20260705_173125,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_31788903-8_20260705_173345,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31788903-8_20260705_173345,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31788903-8_20260705_173654,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31788903-8_20260705_173654,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31788903-8_20260705_174006,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_31788903-8_20260705_174006,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32096153-5_20260703_114834,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32096153-5_20260703_114834,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32096153-5_20260703_115236,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32096153-5_20260703_115236,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32096153-5_20260703_115542,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32096153-5_20260703_115542,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32096153-5_20260703_124840,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32096153-5_20260703_124840,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32101870-7_20260707_100138,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32101870-7_20260707_100138,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_32101870-7_20260707_102925,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32101870-7_20260707_102925,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32101870-7_20260707_103154,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32101870-7_20260707_103154,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32101870-7_20260707_103606,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32101870-7_20260707_103606,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32324083-8_20260707_084108,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32324083-8_20260707_084108,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32324083-8_20260707_084956,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32324083-8_20260707_084956,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_32324083-8_20260707_085224,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32324083-8_20260707_085224,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32324083-8_20260707_085629,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_32324083-8_20260707_085629,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_32363189-5_20260703_102711,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32363189-5_20260703_102711,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32363189-5_20260703_103139,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32363189-5_20260703_103139,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32363189-5_20260703_103620,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32363189-5_20260703_103620,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32363189-5_20260703_123141,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32363189-5_20260703_123141,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32691333-2_20260629_144820,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32691333-2_20260629_144820,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32691333-2_20260629_145023,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32691333-2_20260629_145023,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32691333-2_20260629_145300,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32691333-2_20260629_145300,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32691333-2_20260629_145739,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_32691333-2_20260629_145739,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33407814-4_20260707_090154,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33407814-4_20260707_090154,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33407814-4_20260707_090400,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33407814-4_20260707_090400,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33407814-4_20260707_091445,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33407814-4_20260707_091445,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33407814-4_20260707_091815,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33407814-4_20260707_091815,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33637467-3_20260624_162351,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33637467-3_20260624_162351,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33637467-3_20260624_163344,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33637467-3_20260624_163344,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33637467-3_20260624_163719,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33637467-3_20260624_163719,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33637467-3_20260624_171106,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_33637467-3_20260624_171106,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260619_111837,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260619_111837,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260619_112344,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_3417281-7_20260619_112344,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_3417281-7_20260619_113034,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260619_113034,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260625_150434,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260625_150434,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260625_150904,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260625_150904,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260625_151500,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260625_151500,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260625_151857,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3417281-7_20260625_151857,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3421947-7_20260705_191555,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3421947-7_20260705_191555,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3421947-7_20260705_191723,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3421947-7_20260705_191723,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3421947-7_20260705_192001,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3421947-7_20260705_192001,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3421947-7_20260705_192232,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3421947-7_20260705_192232,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34251979-0_20260707_092115,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34251979-0_20260707_092115,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34251979-0_20260707_092450,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34251979-0_20260707_092450,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34251979-0_20260707_092822,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34251979-0_20260707_092822,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34251979-0_20260707_093232,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_34251979-0_20260707_093232,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_34262029-1_20260707_093659,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34262029-1_20260707_093659,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34262029-1_20260707_094749,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34262029-1_20260707_094749,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34262029-1_20260707_095125,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_34262029-1_20260707_095125,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_34262029-1_20260707_095640,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34262029-1_20260707_095640,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34269230-8_20260707_130819,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34269230-8_20260707_130819,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34269230-8_20260707_131147,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34269230-8_20260707_131147,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34269230-8_20260707_131344,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34269230-8_20260707_131344,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34269230-8_20260707_131631,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34269230-8_20260707_131631,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3429839-8_20260705_190240,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3429839-8_20260705_190240,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3429839-8_20260705_190535,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3429839-8_20260705_190535,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3429839-8_20260705_190803,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3429839-8_20260705_190803,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3429839-8_20260705_191308,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3429839-8_20260705_191308,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34509875-0_20260705_160307,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34509875-0_20260705_160307,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34509875-0_20260705_160557,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34509875-0_20260705_160557,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_34509875-0_20260705_161049,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34509875-0_20260705_161049,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34509875-0_20260705_161724,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34509875-0_20260705_161724,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34524423-0_20260703_111740,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34524423-0_20260703_111740,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34524423-0_20260703_112300,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34524423-0_20260703_112300,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34524423-0_20260703_112614,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34524423-0_20260703_112614,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34524423-0_20260703_124300,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34524423-0_20260703_124300,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34531409-0_20260703_125824,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34531409-0_20260703_125824,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34531409-0_20260703_130045,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34531409-0_20260703_130045,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34531409-0_20260703_130431,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34531409-0_20260703_130431,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34531409-0_20260703_130700,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34531409-0_20260703_130700,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34549119-5_20260619_100807,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34549119-5_20260619_100807,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34549119-5_20260619_101142,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34549119-5_20260619_101142,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34549119-5_20260619_101821,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34549119-5_20260619_101821,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34617696-9_20260624_194253,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34617696-9_20260624_194253,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34617696-9_20260624_194747,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34617696-9_20260624_194747,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34617696-9_20260624_195220,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34617696-9_20260624_195220,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34617696-9_20260624_195654,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_34617696-9_20260624_195654,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_3651669-8_20260624_171743,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3651669-8_20260624_171743,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3651669-8_20260624_172513,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3651669-8_20260624_172513,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3651669-8_20260624_173108,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3651669-8_20260624_173108,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_3651669-8_20260624_173453,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3651669-8_20260624_173453,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3665822-7_20260703_133641,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3665822-7_20260703_133641,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3665822-7_20260703_134515,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_3665822-7_20260703_134515,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_3665822-7_20260705_133120,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3665822-7_20260705_133120,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3729069-9_20260624_200234,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3729069-9_20260624_200234,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_3729069-9_20260624_201056,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3729069-9_20260624_201056,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3729069-9_20260624_201559,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3729069-9_20260624_201559,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3729069-9_20260624_202002,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3729069-9_20260624_202002,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260607_083949,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260607_083949,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260720_143751,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260720_143751,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260720_144112,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260720_144112,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260720_144412,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260720_144412,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260720_144825,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3835047-6_20260720_144825,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3944934-3_20260707_132037,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3944934-3_20260707_132037,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3944934-3_20260707_132334,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3944934-3_20260707_132334,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3944934-3_20260707_132714,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3944934-3_20260707_132714,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_3944934-3_20260707_133014,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_3944934-3_20260707_133014,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_4040951-8_20260703_142302,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4040951-8_20260703_142302,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4040951-8_20260703_142531,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4040951-8_20260703_142531,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4040951-8_20260703_142754,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4040951-8_20260703_142754,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_4040951-8_20260703_142956,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4040951-8_20260703_142956,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_426704-3_20260703_092825,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_426704-3_20260703_092825,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_426704-3_20260703_093329,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_426704-3_20260703_093329,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_426704-3_20260703_094707,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_426704-3_20260703_094707,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_426704-3_20260703_121847,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_426704-3_20260703_121847,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4343165-9_20260720_122202,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4343165-9_20260720_122202,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4343165-9_20260720_122434,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4343165-9_20260720_122434,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4343165-9_20260720_122745,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4343165-9_20260720_122745,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_4343165-9_20260720_123012,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4343165-9_20260720_123012,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4481793-0_20260705_184705,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4481793-0_20260705_184705,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4481793-0_20260705_184928,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4481793-0_20260705_184928,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4481793-0_20260705_185227,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4481793-0_20260705_185227,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4481793-0_20260705_185928,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_4481793-0_20260705_185928,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_459502-1_20260703_105855,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_459502-1_20260703_105855,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_459502-1_20260703_110152,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_459502-1_20260703_110152,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_459502-1_20260703_112958,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_459502-1_20260703_112958,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_459502-1_20260703_123703,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_459502-1_20260703_123703,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260619_104028,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260619_104028,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260619_104418,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260619_104418,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260619_105052,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260619_105052,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260625_144956,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260625_144956,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260625_145349,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260625_145349,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260625_145720,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260625_145720,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260625_150059,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5006217-3_20260625_150059,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5012984-0_20260616_135946,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5012984-0_20260616_135946,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5012984-0_20260616_141245,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5012984-0_20260616_141245,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5012984-0_20260616_141900,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5012984-0_20260616_141900,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5012984-0_20260616_142402,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5012984-0_20260616_142402,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5046692-9_20260707_154325,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_5046692-9_20260707_154325,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_5046692-9_20260707_154744,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_5046692-9_20260707_154744,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_5046692-9_20260707_155347,endo,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_5046692-9_20260707_155347,mid,12,11,0.9166666666666666
noapex_fixed_qc,AutoStrainCap_5046692-9_20260707_155515,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5046692-9_20260707_155515,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5117429-0_20260624_173919,endo,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5117429-0_20260624_173919,mid,12,12,1.0
noapex_fixed_qc,AutoStrainCap_5117429-0_20260624_174650,endo,12,11,0.9166666666666666
