policy,feature_set,feature
noapex,clinical_plus_transmural,cur_tm_segment_curve_correlation_iqr
noapex,clinical_plus_transmural,d_tm_segment_curve_correlation_iqr
noapex,clinical_plus_transmural,cur_tm_mean_gap_dct01
noapex,clinical_plus_transmural,d_tm_mean_gap_dct01
noapex,clinical_plus_transmural,cur_tm_mean_gap_dct02
noapex,clinical_plus_transmural,d_tm_mean_gap_dct02
noapex,clinical_plus_transmural,cur_tm_mean_gap_dct03
noapex,clinical_plus_transmural,d_tm_mean_gap_dct03
noapex,clinical_plus_transmural,cur_tm_mean_gap_dct04
noapex,clinical_plus_transmural,d_tm_mean_gap_dct04
noapex,clinical_plus_transmural,cur_tm_mean_gap_dct05
noapex,clinical_plus_transmural,d_tm_mean_gap_dct05
noapex,clinical_plus_transmural,cur_tm_mean_gap_dct06
noapex,clinical_plus_transmural,d_tm_mean_gap_dct06
noapex,clinical_plus_transmural,cur_tm_sd_gap_dct01
noapex,clinical_plus_transmural,d_tm_sd_gap_dct01
noapex,clinical_plus_transmural,cur_tm_sd_gap_dct02
noapex,clinical_plus_transmural,d_tm_sd_gap_dct02
noapex,clinical_plus_transmural,cur_tm_sd_gap_dct03
noapex,clinical_plus_transmural,d_tm_sd_gap_dct03
noapex,clinical_plus_transmural,cur_tm_sd_gap_dct04
noapex,clinical_plus_transmural,d_tm_sd_gap_dct04
noapex,clinical_plus_transmural,cur_tm_sd_gap_dct05
noapex,clinical_plus_transmural,d_tm_sd_gap_dct05
noapex,clinical_plus_transmural,cur_tm_sd_gap_dct06
noapex,clinical_plus_transmural,d_tm_sd_gap_dct06
noapex,clinical_plus_transmural,cur_tm_mean_shape_gap_dct01
noapex,clinical_plus_transmural,d_tm_mean_shape_gap_dct01
noapex,clinical_plus_transmural,cur_tm_mean_shape_gap_dct02
noapex,clinical_plus_transmural,d_tm_mean_shape_gap_dct02
noapex,clinical_plus_transmural,cur_tm_mean_shape_gap_dct03
noapex,clinical_plus_transmural,d_tm_mean_shape_gap_dct03
noapex,clinical_plus_transmural,cur_tm_mean_shape_gap_dct04
noapex,clinical_plus_transmural,d_tm_mean_shape_gap_dct04
noapex,clinical_plus_transmural,cur_tm_mean_shape_gap_dct05
noapex,clinical_plus_transmural,d_tm_mean_shape_gap_dct05
noapex,clinical_plus_transmural,cur_tm_mean_shape_gap_dct06
noapex,clinical_plus_transmural,d_tm_mean_shape_gap_dct06
noapex,clinical_plus_transmural,cur_tm_consensus_curve_correlation
noapex,clinical_plus_transmural,d_tm_consensus_curve_correlation
noapex,clinical_plus_transmural,cur_tm_consensus_phase_lag_fraction
noapex,clinical_plus_transmural,d_tm_consensus_phase_lag_fraction
noapex,clinical_plus_variability,history_visits
noapex,clinical_plus_variability,days_since_first
noapex,clinical_plus_variability,days_since_previous
noapex,clinical_plus_variability,has_previous_visit
noapex,clinical_plus_variability,current_mid_gls
noapex,clinical_plus_variability,current_endo_gls
noapex,clinical_plus_variability,current_ef
noapex,clinical_plus_variability,first_mid_gls
noapex,clinical_plus_variability,first_endo_gls
noapex,clinical_plus_variability,first_ef
noapex,clinical_plus_variability,current_mid_decline_from_first
noapex,clinical_plus_variability,current_endo_decline_from_first
noapex,clinical_plus_variability,current_ef_decline_from_first
noapex,clinical_plus_variability,last_mid_relative_change
noapex,clinical_plus_variability,last_endo_relative_change
noapex,clinical_plus_variability,last_ef_relative_change
noapex,clinical_plus_variability,mid_decline_slope_per_100d
noapex,clinical_plus_variability,endo_decline_slope_per_100d
noapex,clinical_plus_variability,ef_decline_slope_per_100d
noapex,clinical_plus_variability,current_endo_mid_gap
noapex,clinical_plus_variability,last_endo_mid_gap_change
noapex,clinical_plus_variability,current_mid_decline_from_roll2
noapex,clinical_plus_variability,current_endo_decline_from_roll2
noapex,clinical_plus_variability,current_ef_decline_from_roll2
noapex,clinical_plus_variability,current_mid_decline_from_roll3
noapex,clinical_plus_variability,current_endo_decline_from_roll3
noapex,clinical_plus_variability,current_ef_decline_from_roll3
noapex,clinical_plus_variability,cur_q_total_curves
noapex,clinical_plus_variability,d_q_total_curves
noapex,clinical_plus_variability,cur_q_accepted_curves
noapex,clinical_plus_variability,d_q_accepted_curves
noapex,clinical_plus_variability,cur_q_accepted_fraction
noapex,clinical_plus_variability,d_q_accepted_fraction
noapex,clinical_plus_variability,cur_q_consensus_correlation_median
noapex,clinical_plus_variability,d_q_consensus_correlation_median
noapex,clinical_plus_variability,cur_var_endo_segments
noapex,clinical_plus_variability,d_var_endo_segments
noapex,clinical_plus_variability,cur_var_endo_accepted_fraction
noapex,clinical_plus_variability,d_var_endo_accepted_fraction
noapex,clinical_plus_variability,cur_var_endo_peak_mean
noapex,clinical_plus_variability,d_var_endo_peak_mean
noapex,clinical_plus_variability,cur_var_endo_peak_median
noapex,clinical_plus_variability,d_var_endo_peak_median
noapex,clinical_plus_variability,cur_var_endo_peak_std
noapex,clinical_plus_variability,d_var_endo_peak_std
noapex,clinical_plus_variability,cur_var_endo_peak_robust_sd
noapex,clinical_plus_variability,d_var_endo_peak_robust_sd
noapex,clinical_plus_variability,cur_var_endo_peak_iqr
noapex,clinical_plus_variability,d_var_endo_peak_iqr
noapex,clinical_plus_variability,cur_var_endo_peak_cv
noapex,clinical_plus_variability,d_var_endo_peak_cv
noapex,clinical_plus_variability,cur_var_endo_ttp_mean
noapex,clinical_plus_variability,d_var_endo_ttp_mean
noapex,clinical_plus_variability,cur_var_endo_ttp_median
noapex,clinical_plus_variability,d_var_endo_ttp_median
noapex,clinical_plus_variability,cur_var_endo_ttp_std
noapex,clinical_plus_variability,d_var_endo_ttp_std
noapex,clinical_plus_variability,cur_var_endo_ttp_robust_sd
noapex,clinical_plus_variability,d_var_endo_ttp_robust_sd
noapex,clinical_plus_variability,cur_var_endo_ttp_iqr
noapex,clinical_plus_variability,d_var_endo_ttp_iqr
noapex,clinical_plus_variability,cur_var_endo_ttp_circular_std
noapex,clinical_plus_variability,d_var_endo_ttp_circular_std
noapex,clinical_plus_variability,cur_var_endo_curve_dispersion_rms
noapex,clinical_plus_variability,d_var_endo_curve_dispersion_rms
noapex,clinical_plus_variability,cur_var_endo_curve_pairwise_rmse
noapex,clinical_plus_variability,d_var_endo_curve_pairwise_rmse
noapex,clinical_plus_variability,cur_var_endo_shape_dispersion_rms
noapex,clinical_plus_variability,d_var_endo_shape_dispersion_rms
noapex,clinical_plus_variability,cur_var_endo_shape_pairwise_rmse
noapex,clinical_plus_variability,d_var_endo_shape_pairwise_rmse
noapex,clinical_plus_variability,cur_var_endo_shape_incoherence
noapex,clinical_plus_variability,d_var_endo_shape_incoherence
noapex,clinical_plus_variability,cur_var_endo_roughness_median
noapex,clinical_plus_variability,d_var_endo_roughness_median
noapex,clinical_plus_variability,cur_var_endo_roughness_p90
noapex,clinical_plus_variability,d_var_endo_roughness_p90
noapex,clinical_plus_variability,cur_var_endo_impaired_fraction_lt15
noapex,clinical_plus_variability,d_var_endo_impaired_fraction_lt15
noapex,clinical_plus_variability,cur_var_endo_mid_basal_peak_gradient
noapex,clinical_plus_variability,d_var_endo_mid_basal_peak_gradient
noapex,clinical_plus_variability,cur_var_endo_within_view_peak_robust_sd_mean
noapex,clinical_plus_variability,d_var_endo_within_view_peak_robust_sd_mean
noapex,clinical_plus_variability,cur_var_endo_spatial_peak_graph_roughness
noapex,clinical_plus_variability,d_var_endo_spatial_peak_graph_roughness
noapex,clinical_plus_variability,cur_var_endo_spatial_timing_graph_roughness
noapex,clinical_plus_variability,d_var_endo_spatial_timing_graph_roughness
noapex,clinical_plus_variability,cur_var_mid_segments
noapex,clinical_plus_variability,d_var_mid_segments
noapex,clinical_plus_variability,cur_var_mid_accepted_fraction
noapex,clinical_plus_variability,d_var_mid_accepted_fraction
noapex,clinical_plus_variability,cur_var_mid_peak_mean
noapex,clinical_plus_variability,d_var_mid_peak_mean
noapex,clinical_plus_variability,cur_var_mid_peak_median
noapex,clinical_plus_variability,d_var_mid_peak_median
noapex,clinical_plus_variability,cur_var_mid_peak_std
noapex,clinical_plus_variability,d_var_mid_peak_std
noapex,clinical_plus_variability,cur_var_mid_peak_robust_sd
noapex,clinical_plus_variability,d_var_mid_peak_robust_sd
noapex,clinical_plus_variability,cur_var_mid_peak_iqr
noapex,clinical_plus_variability,d_var_mid_peak_iqr
noapex,clinical_plus_variability,cur_var_mid_peak_cv
noapex,clinical_plus_variability,d_var_mid_peak_cv
noapex,clinical_plus_variability,cur_var_mid_ttp_mean
noapex,clinical_plus_variability,d_var_mid_ttp_mean
noapex,clinical_plus_variability,cur_var_mid_ttp_median
noapex,clinical_plus_variability,d_var_mid_ttp_median
noapex,clinical_plus_variability,cur_var_mid_ttp_std
noapex,clinical_plus_variability,d_var_mid_ttp_std
noapex,clinical_plus_variability,cur_var_mid_ttp_robust_sd
noapex,clinical_plus_variability,d_var_mid_ttp_robust_sd
noapex,clinical_plus_variability,cur_var_mid_ttp_iqr
noapex,clinical_plus_variability,d_var_mid_ttp_iqr
noapex,clinical_plus_variability,cur_var_mid_ttp_circular_std
noapex,clinical_plus_variability,d_var_mid_ttp_circular_std
noapex,clinical_plus_variability,cur_var_mid_curve_dispersion_rms
noapex,clinical_plus_variability,d_var_mid_curve_dispersion_rms
noapex,clinical_plus_variability,cur_var_mid_curve_pairwise_rmse
noapex,clinical_plus_variability,d_var_mid_curve_pairwise_rmse
noapex,clinical_plus_variability,cur_var_mid_shape_dispersion_rms
noapex,clinical_plus_variability,d_var_mid_shape_dispersion_rms
noapex,clinical_plus_variability,cur_var_mid_shape_pairwise_rmse
noapex,clinical_plus_variability,d_var_mid_shape_pairwise_rmse
noapex,clinical_plus_variability,cur_var_mid_shape_incoherence
noapex,clinical_plus_variability,d_var_mid_shape_incoherence
noapex,clinical_plus_variability,cur_var_mid_roughness_median
noapex,clinical_plus_variability,d_var_mid_roughness_median
noapex,clinical_plus_variability,cur_var_mid_roughness_p90
noapex,clinical_plus_variability,d_var_mid_roughness_p90
noapex,clinical_plus_variability,cur_var_mid_impaired_fraction_lt15
noapex,clinical_plus_variability,d_var_mid_impaired_fraction_lt15
noapex,clinical_plus_variability,cur_var_mid_mid_basal_peak_gradient
noapex,clinical_plus_variability,d_var_mid_mid_basal_peak_gradient
noapex,clinical_plus_variability,cur_var_mid_within_view_peak_robust_sd_mean
noapex,clinical_plus_variability,d_var_mid_within_view_peak_robust_sd_mean
noapex,clinical_plus_variability,cur_var_mid_spatial_peak_graph_roughness
noapex,clinical_plus_variability,d_var_mid_spatial_peak_graph_roughness
noapex,clinical_plus_variability,cur_var_mid_spatial_timing_graph_roughness
noapex,clinical_plus_variability,d_var_mid_spatial_timing_graph_roughness
noapex,clinical_plus_variability,cur_q_paired_fraction
noapex,clinical_plus_variability,d_q_paired_fraction
noapex,combined,history_visits
noapex,combined,days_since_first
noapex,combined,days_since_previous
noapex,combined,has_previous_visit
noapex,combined,current_mid_gls
noapex,combined,current_endo_gls
noapex,combined,current_ef
noapex,combined,first_mid_gls
noapex,combined,first_endo_gls
noapex,combined,first_ef
noapex,combined,current_mid_decline_from_first
noapex,combined,current_endo_decline_from_first
noapex,combined,current_ef_decline_from_first
noapex,combined,last_mid_relative_change
noapex,combined,last_endo_relative_change
noapex,combined,last_ef_relative_change
noapex,combined,mid_decline_slope_per_100d
noapex,combined,endo_decline_slope_per_100d
noapex,combined,ef_decline_slope_per_100d
noapex,combined,current_endo_mid_gap
noapex,combined,last_endo_mid_gap_change
noapex,combined,current_mid_decline_from_roll2
noapex,combined,current_endo_decline_from_roll2
noapex,combined,current_ef_decline_from_roll2
noapex,combined,current_mid_decline_from_roll3
noapex,combined,current_endo_decline_from_roll3
noapex,combined,current_ef_decline_from_roll3
noapex,combined,cur_tm_paired_segments
noapex,combined,d_tm_paired_segments
noapex,combined,cur_tm_peak_layer_correlation
noapex,combined,d_tm_peak_layer_correlation
noapex,combined,cur_tm_ttp_layer_correlation
noapex,combined,d_tm_ttp_layer_correlation
noapex,combined,cur_tm_fraction_endo_peak_gt_mid
noapex,combined,d_tm_fraction_endo_peak_gt_mid
noapex,combined,cur_tm_fraction_ttp_discordant_gt_5pct_cycle
noapex,combined,d_tm_fraction_ttp_discordant_gt_5pct_cycle
noapex,combined,cur_tm_peak_gap_mean
noapex,combined,d_tm_peak_gap_mean
noapex,combined,cur_tm_peak_gap_median
noapex,combined,d_tm_peak_gap_median
noapex,combined,cur_tm_peak_gap_std
noapex,combined,d_tm_peak_gap_std
noapex,combined,cur_tm_peak_gap_robust_sd
noapex,combined,d_tm_peak_gap_robust_sd
noapex,combined,cur_tm_peak_gap_iqr
noapex,combined,d_tm_peak_gap_iqr
noapex,combined,cur_tm_peak_ratio_mean
noapex,combined,d_tm_peak_ratio_mean
noapex,combined,cur_tm_peak_ratio_median
noapex,combined,d_tm_peak_ratio_median
noapex,combined,cur_tm_peak_ratio_std
noapex,combined,d_tm_peak_ratio_std
noapex,combined,cur_tm_peak_ratio_robust_sd
noapex,combined,d_tm_peak_ratio_robust_sd
noapex,combined,cur_tm_peak_ratio_iqr
noapex,combined,d_tm_peak_ratio_iqr
noapex,combined,cur_tm_ttp_gap_mean
noapex,combined,d_tm_ttp_gap_mean
noapex,combined,cur_tm_ttp_gap_median
noapex,combined,d_tm_ttp_gap_median
noapex,combined,cur_tm_ttp_gap_std
noapex,combined,d_tm_ttp_gap_std
noapex,combined,cur_tm_ttp_gap_robust_sd
noapex,combined,d_tm_ttp_gap_robust_sd
noapex,combined,cur_tm_ttp_gap_iqr
noapex,combined,d_tm_ttp_gap_iqr
noapex,combined,cur_tm_curve_rms_mean
noapex,combined,d_tm_curve_rms_mean
noapex,combined,cur_tm_curve_rms_median
noapex,combined,d_tm_curve_rms_median
noapex,combined,cur_tm_curve_rms_std
noapex,combined,d_tm_curve_rms_std
noapex,combined,cur_tm_curve_rms_robust_sd
noapex,combined,d_tm_curve_rms_robust_sd
noapex,combined,cur_tm_curve_rms_iqr
noapex,combined,d_tm_curve_rms_iqr
noapex,combined,cur_tm_shape_rms_mean
noapex,combined,d_tm_shape_rms_mean
noapex,combined,cur_tm_shape_rms_median
noapex,combined,d_tm_shape_rms_median
noapex,combined,cur_tm_shape_rms_std
noapex,combined,d_tm_shape_rms_std
noapex,combined,cur_tm_shape_rms_robust_sd
noapex,combined,d_tm_shape_rms_robust_sd
noapex,combined,cur_tm_shape_rms_iqr
noapex,combined,d_tm_shape_rms_iqr
noapex,combined,cur_tm_segment_curve_correlation_mean
noapex,combined,d_tm_segment_curve_correlation_mean
noapex,combined,cur_tm_segment_curve_correlation_median
noapex,combined,d_tm_segment_curve_correlation_median
noapex,combined,cur_tm_segment_curve_correlation_std
noapex,combined,d_tm_segment_curve_correlation_std
noapex,combined,cur_tm_segment_curve_correlation_robust_sd
noapex,combined,d_tm_segment_curve_correlation_robust_sd
noapex,combined,cur_tm_segment_curve_correlation_iqr
noapex,combined,d_tm_segment_curve_correlation_iqr
noapex,combined,cur_tm_mean_gap_dct01
noapex,combined,d_tm_mean_gap_dct01
noapex,combined,cur_tm_mean_gap_dct02
noapex,combined,d_tm_mean_gap_dct02
noapex,combined,cur_tm_mean_gap_dct03
noapex,combined,d_tm_mean_gap_dct03
noapex,combined,cur_tm_mean_gap_dct04
noapex,combined,d_tm_mean_gap_dct04
noapex,combined,cur_tm_mean_gap_dct05
noapex,combined,d_tm_mean_gap_dct05
noapex,combined,cur_tm_mean_gap_dct06
noapex,combined,d_tm_mean_gap_dct06
noapex,combined,cur_tm_sd_gap_dct01
noapex,combined,d_tm_sd_gap_dct01
noapex,combined,cur_tm_sd_gap_dct02
noapex,combined,d_tm_sd_gap_dct02
noapex,combined,cur_tm_sd_gap_dct03
noapex,combined,d_tm_sd_gap_dct03
noapex,combined,cur_tm_sd_gap_dct04
noapex,combined,d_tm_sd_gap_dct04
noapex,combined,cur_tm_sd_gap_dct05
noapex,combined,d_tm_sd_gap_dct05
noapex,combined,cur_tm_sd_gap_dct06
noapex,combined,d_tm_sd_gap_dct06
noapex,combined,cur_tm_mean_shape_gap_dct01
noapex,combined,d_tm_mean_shape_gap_dct01
noapex,combined,cur_tm_mean_shape_gap_dct02
noapex,combined,d_tm_mean_shape_gap_dct02
noapex,combined,cur_tm_mean_shape_gap_dct03
noapex,combined,d_tm_mean_shape_gap_dct03
noapex,combined,cur_tm_mean_shape_gap_dct04
noapex,combined,d_tm_mean_shape_gap_dct04
noapex,combined,cur_tm_mean_shape_gap_dct05
noapex,combined,d_tm_mean_shape_gap_dct05
noapex,combined,cur_tm_mean_shape_gap_dct06
noapex,combined,d_tm_mean_shape_gap_dct06
noapex,combined,cur_tm_consensus_curve_correlation
noapex,combined,d_tm_consensus_curve_correlation
noapex,combined,cur_tm_consensus_phase_lag_fraction
noapex,combined,d_tm_consensus_phase_lag_fraction
noapex,combined,cur_q_total_curves
noapex,combined,d_q_total_curves
noapex,combined,cur_q_accepted_curves
noapex,combined,d_q_accepted_curves
noapex,combined,cur_q_accepted_fraction
noapex,combined,d_q_accepted_fraction
noapex,combined,cur_q_consensus_correlation_median
noapex,combined,d_q_consensus_correlation_median
noapex,combined,cur_var_endo_segments
noapex,combined,d_var_endo_segments
noapex,combined,cur_var_endo_accepted_fraction
noapex,combined,d_var_endo_accepted_fraction
noapex,combined,cur_var_endo_peak_mean
noapex,combined,d_var_endo_peak_mean
noapex,combined,cur_var_endo_peak_median
noapex,combined,d_var_endo_peak_median
noapex,combined,cur_var_endo_peak_std
noapex,combined,d_var_endo_peak_std
noapex,combined,cur_var_endo_peak_robust_sd
noapex,combined,d_var_endo_peak_robust_sd
noapex,combined,cur_var_endo_peak_iqr
noapex,combined,d_var_endo_peak_iqr
noapex,combined,cur_var_endo_peak_cv
noapex,combined,d_var_endo_peak_cv
noapex,combined,cur_var_endo_ttp_mean
noapex,combined,d_var_endo_ttp_mean
noapex,combined,cur_var_endo_ttp_median
noapex,combined,d_var_endo_ttp_median
noapex,combined,cur_var_endo_ttp_std
noapex,combined,d_var_endo_ttp_std
noapex,combined,cur_var_endo_ttp_robust_sd
noapex,combined,d_var_endo_ttp_robust_sd
noapex,combined,cur_var_endo_ttp_iqr
noapex,combined,d_var_endo_ttp_iqr
noapex,combined,cur_var_endo_ttp_circular_std
noapex,combined,d_var_endo_ttp_circular_std
noapex,combined,cur_var_endo_curve_dispersion_rms
noapex,combined,d_var_endo_curve_dispersion_rms
noapex,combined,cur_var_endo_curve_pairwise_rmse
noapex,combined,d_var_endo_curve_pairwise_rmse
noapex,combined,cur_var_endo_shape_dispersion_rms
noapex,combined,d_var_endo_shape_dispersion_rms
noapex,combined,cur_var_endo_shape_pairwise_rmse
noapex,combined,d_var_endo_shape_pairwise_rmse
noapex,combined,cur_var_endo_shape_incoherence
noapex,combined,d_var_endo_shape_incoherence
noapex,combined,cur_var_endo_roughness_median
noapex,combined,d_var_endo_roughness_median
noapex,combined,cur_var_endo_roughness_p90
noapex,combined,d_var_endo_roughness_p90
noapex,combined,cur_var_endo_impaired_fraction_lt15
noapex,combined,d_var_endo_impaired_fraction_lt15
noapex,combined,cur_var_endo_mid_basal_peak_gradient
noapex,combined,d_var_endo_mid_basal_peak_gradient
noapex,combined,cur_var_endo_within_view_peak_robust_sd_mean
noapex,combined,d_var_endo_within_view_peak_robust_sd_mean
noapex,combined,cur_var_endo_spatial_peak_graph_roughness
noapex,combined,d_var_endo_spatial_peak_graph_roughness
noapex,combined,cur_var_endo_spatial_timing_graph_roughness
noapex,combined,d_var_endo_spatial_timing_graph_roughness
noapex,combined,cur_var_mid_segments
noapex,combined,d_var_mid_segments
noapex,combined,cur_var_mid_accepted_fraction
noapex,combined,d_var_mid_accepted_fraction
noapex,combined,cur_var_mid_peak_mean
noapex,combined,d_var_mid_peak_mean
noapex,combined,cur_var_mid_peak_median
noapex,combined,d_var_mid_peak_median
noapex,combined,cur_var_mid_peak_std
noapex,combined,d_var_mid_peak_std
noapex,combined,cur_var_mid_peak_robust_sd
noapex,combined,d_var_mid_peak_robust_sd
noapex,combined,cur_var_mid_peak_iqr
noapex,combined,d_var_mid_peak_iqr
noapex,combined,cur_var_mid_peak_cv
noapex,combined,d_var_mid_peak_cv
noapex,combined,cur_var_mid_ttp_mean
noapex,combined,d_var_mid_ttp_mean
noapex,combined,cur_var_mid_ttp_median
noapex,combined,d_var_mid_ttp_median
noapex,combined,cur_var_mid_ttp_std
noapex,combined,d_var_mid_ttp_std
noapex,combined,cur_var_mid_ttp_robust_sd
noapex,combined,d_var_mid_ttp_robust_sd
noapex,combined,cur_var_mid_ttp_iqr
noapex,combined,d_var_mid_ttp_iqr
noapex,combined,cur_var_mid_ttp_circular_std
noapex,combined,d_var_mid_ttp_circular_std
noapex,combined,cur_var_mid_curve_dispersion_rms
noapex,combined,d_var_mid_curve_dispersion_rms
noapex,combined,cur_var_mid_curve_pairwise_rmse
noapex,combined,d_var_mid_curve_pairwise_rmse
noapex,combined,cur_var_mid_shape_dispersion_rms
noapex,combined,d_var_mid_shape_dispersion_rms
noapex,combined,cur_var_mid_shape_pairwise_rmse
noapex,combined,d_var_mid_shape_pairwise_rmse
noapex,combined,cur_var_mid_shape_incoherence
noapex,combined,d_var_mid_shape_incoherence
noapex,combined,cur_var_mid_roughness_median
noapex,combined,d_var_mid_roughness_median
noapex,combined,cur_var_mid_roughness_p90
noapex,combined,d_var_mid_roughness_p90
noapex,combined,cur_var_mid_impaired_fraction_lt15
noapex,combined,d_var_mid_impaired_fraction_lt15
noapex,combined,cur_var_mid_mid_basal_peak_gradient
noapex,combined,d_var_mid_mid_basal_peak_gradient
noapex,combined,cur_var_mid_within_view_peak_robust_sd_mean
noapex,combined,d_var_mid_within_view_peak_robust_sd_mean
noapex,combined,cur_var_mid_spatial_peak_graph_roughness
noapex,combined,d_var_mid_spatial_peak_graph_roughness
noapex,combined,cur_var_mid_spatial_timing_graph_roughness
noapex,combined,d_var_mid_spatial_timing_graph_roughness
noapex,combined,cur_q_paired_fraction
noapex,combined,d_q_paired_fraction
noapex,gpu_scalars,history_visits
noapex,gpu_scalars,days_since_first
noapex,gpu_scalars,days_since_previous
noapex,gpu_scalars,has_previous_visit
noapex,gpu_scalars,current_mid_gls
noapex,gpu_scalars,current_endo_gls
noapex,gpu_scalars,current_ef
noapex,gpu_scalars,first_mid_gls
noapex,gpu_scalars,first_endo_gls
noapex,gpu_scalars,first_ef
noapex,gpu_scalars,current_mid_decline_from_first
noapex,gpu_scalars,current_endo_decline_from_first
noapex,gpu_scalars,current_ef_decline_from_first
noapex,gpu_scalars,last_mid_relative_change
noapex,gpu_scalars,last_endo_relative_change
noapex,gpu_scalars,last_ef_relative_change
noapex,gpu_scalars,mid_decline_slope_per_100d
noapex,gpu_scalars,endo_decline_slope_per_100d
noapex,gpu_scalars,ef_decline_slope_per_100d
noapex,gpu_scalars,current_endo_mid_gap
noapex,gpu_scalars,last_endo_mid_gap_change
noapex,gpu_scalars,current_mid_decline_from_roll2
noapex,gpu_scalars,current_endo_decline_from_roll2
noapex,gpu_scalars,current_ef_decline_from_roll2
noapex,gpu_scalars,current_mid_decline_from_roll3
noapex,gpu_scalars,current_endo_decline_from_roll3
noapex,gpu_scalars,current_ef_decline_from_roll3
noapex,gpu_scalars,cur_q_total_curves
noapex,gpu_scalars,d_q_total_curves
noapex,gpu_scalars,cur_q_accepted_curves
noapex,gpu_scalars,d_q_accepted_curves
noapex,gpu_scalars,cur_q_accepted_fraction
noapex,gpu_scalars,d_q_accepted_fraction
noapex,gpu_scalars,cur_q_consensus_correlation_median
noapex,gpu_scalars,d_q_consensus_correlation_median
noapex,gpu_scalars,cur_var_endo_segments
noapex,gpu_scalars,d_var_endo_segments
noapex,gpu_scalars,cur_var_endo_accepted_fraction
noapex,gpu_scalars,d_var_endo_accepted_fraction
noapex,gpu_scalars,cur_var_endo_peak_mean
noapex,gpu_scalars,d_var_endo_peak_mean
noapex,gpu_scalars,cur_var_endo_peak_median
noapex,gpu_scalars,d_var_endo_peak_median
noapex,gpu_scalars,cur_var_endo_peak_std
noapex,gpu_scalars,d_var_endo_peak_std
noapex,gpu_scalars,cur_var_endo_peak_robust_sd
noapex,gpu_scalars,d_var_endo_peak_robust_sd
noapex,gpu_scalars,cur_var_endo_peak_iqr
noapex,gpu_scalars,d_var_endo_peak_iqr
noapex,gpu_scalars,cur_var_endo_peak_cv
noapex,gpu_scalars,d_var_endo_peak_cv
noapex,gpu_scalars,cur_var_endo_ttp_mean
noapex,gpu_scalars,d_var_endo_ttp_mean
noapex,gpu_scalars,cur_var_endo_ttp_median
noapex,gpu_scalars,d_var_endo_ttp_median
noapex,gpu_scalars,cur_var_endo_ttp_std
noapex,gpu_scalars,d_var_endo_ttp_std
noapex,gpu_scalars,cur_var_endo_ttp_robust_sd
noapex,gpu_scalars,d_var_endo_ttp_robust_sd
noapex,gpu_scalars,cur_var_endo_ttp_iqr
noapex,gpu_scalars,d_var_endo_ttp_iqr
noapex,gpu_scalars,cur_var_endo_ttp_circular_std
noapex,gpu_scalars,d_var_endo_ttp_circular_std
noapex,gpu_scalars,cur_var_endo_curve_dispersion_rms
noapex,gpu_scalars,d_var_endo_curve_dispersion_rms
noapex,gpu_scalars,cur_var_endo_curve_pairwise_rmse
noapex,gpu_scalars,d_var_endo_curve_pairwise_rmse
noapex,gpu_scalars,cur_var_endo_shape_dispersion_rms
noapex,gpu_scalars,d_var_endo_shape_dispersion_rms
noapex,gpu_scalars,cur_var_endo_shape_pairwise_rmse
noapex,gpu_scalars,d_var_endo_shape_pairwise_rmse
noapex,gpu_scalars,cur_var_endo_shape_incoherence
noapex,gpu_scalars,d_var_endo_shape_incoherence
noapex,gpu_scalars,cur_var_endo_roughness_median
noapex,gpu_scalars,d_var_endo_roughness_median
noapex,gpu_scalars,cur_var_endo_roughness_p90
noapex,gpu_scalars,d_var_endo_roughness_p90
noapex,gpu_scalars,cur_var_endo_impaired_fraction_lt15
noapex,gpu_scalars,d_var_endo_impaired_fraction_lt15
noapex,gpu_scalars,cur_var_endo_mid_basal_peak_gradient
noapex,gpu_scalars,d_var_endo_mid_basal_peak_gradient
noapex,gpu_scalars,cur_var_endo_within_view_peak_robust_sd_mean
noapex,gpu_scalars,d_var_endo_within_view_peak_robust_sd_mean
noapex,gpu_scalars,cur_var_endo_spatial_peak_graph_roughness
noapex,gpu_scalars,d_var_endo_spatial_peak_graph_roughness
noapex,gpu_scalars,cur_var_endo_spatial_timing_graph_roughness
noapex,gpu_scalars,d_var_endo_spatial_timing_graph_roughness
noapex,gpu_scalars,cur_var_mid_segments
noapex,gpu_scalars,d_var_mid_segments
noapex,gpu_scalars,cur_var_mid_accepted_fraction
noapex,gpu_scalars,d_var_mid_accepted_fraction
noapex,gpu_scalars,cur_var_mid_peak_mean
noapex,gpu_scalars,d_var_mid_peak_mean
noapex,gpu_scalars,cur_var_mid_peak_median
noapex,gpu_scalars,d_var_mid_peak_median
noapex,gpu_scalars,cur_var_mid_peak_std
noapex,gpu_scalars,d_var_mid_peak_std
noapex,gpu_scalars,cur_var_mid_peak_robust_sd
noapex,gpu_scalars,d_var_mid_peak_robust_sd
noapex,gpu_scalars,cur_var_mid_peak_iqr
noapex,gpu_scalars,d_var_mid_peak_iqr
noapex,gpu_scalars,cur_var_mid_peak_cv
noapex,gpu_scalars,d_var_mid_peak_cv
noapex,gpu_scalars,cur_var_mid_ttp_mean
noapex,gpu_scalars,d_var_mid_ttp_mean
noapex,gpu_scalars,cur_var_mid_ttp_median
noapex,gpu_scalars,d_var_mid_ttp_median
noapex,gpu_scalars,cur_var_mid_ttp_std
noapex,gpu_scalars,d_var_mid_ttp_std
noapex,gpu_scalars,cur_var_mid_ttp_robust_sd
noapex,gpu_scalars,d_var_mid_ttp_robust_sd
