outcome,model,feature_set,n_features,n,events,prevalence,roc_auc,average_precision,brier_score,sensitivity_top20pct,precision_top20pct,alerts_top20pct,roc_auc_ci_low,roc_auc_ci_high,average_precision_ci_low,average_precision_ci_high,brier_score_ci_low,brier_score_ci_high,sensitivity_top20pct_ci_low,sensitivity_top20pct_ci_high,precision_top20pct_ci_low,precision_top20pct_ci_high
endo_gls_relative_drop_10,variability_only_sparse,variability,108,101,45,0.44554455445544555,0.6630952380952381,0.5634105706872496,0.23252421656460215,0.28888888888888886,0.6190476190476191,21,0.5545256916996048,0.7716055472465101,0.4387096051385577,0.730521603881072,0.20115392872874155,0.26599629978325257,0.17391304347826086,0.3750694444444444,0.38095238095238093,0.8095238095238095
endo_gls_relative_drop_10,clinical_plus_transmural,clinical_plus_transmural,257,101,45,0.44554455445544555,0.5753968253968254,0.5169168001805641,0.26165791140336564,0.2222222222222222,0.47619047619047616,21,0.4595689481326127,0.6869447531721774,0.39572614027367636,0.6741117617368672,0.22540716429540247,0.30085080487325583,0.13636363636363635,0.32559403437815976,0.2857142857142857,0.7142857142857143
endo_gls_relative_drop_10,clinical_plus_variability,clinical_plus_variability,120,101,45,0.44554455445544555,0.7051587301587302,0.6313046505784098,0.2214095580026583,0.35555555555555557,0.7619047619047619,21,0.5977120085322265,0.8077959532776494,0.5038572926004908,0.7808229588681053,0.19303397292000501,0.25147865440527045,0.2553191489361702,0.4418604651162791,0.5238095238095238,0.9047619047619048
endo_gls_relative_drop_10,combined_sparse,combined,365,101,45,0.44554455445544555,0.5666666666666667,0.5356684970368212,0.26784832801881864,0.2,0.42857142857142855,21,0.4573983311203103,0.6821599040559619,0.40748085146737556,0.6744248360975457,0.22733381242215028,0.3096767318474556,0.1282051282051282,0.3111458333333333,0.23809523809523808,0.6666666666666666
endo_gls_relative_drop_10,combined_extra_trees,combined,365,101,45,0.44554455445544555,0.680952380952381,0.6501187797658426,0.2243732576441214,0.3111111111111111,0.6666666666666666,21,0.5748985751505349,0.7803337839392545,0.5160263873239038,0.7717971502252142,0.19388733901495686,0.2555479259820226,0.2222222222222222,0.40477799227799227,0.42857142857142855,0.8571428571428571
endo_gls_relative_drop_15,clinical_ridge,clinical,12,101,28,0.27722772277227725,0.6135029354207436,0.36859050177479274,0.20422794711380168,0.25,0.3333333333333333,21,0.47986066764993496,0.7413842498081628,0.24950353181873186,0.5486155250578403,0.17935313637771033,0.22899412502499847,0.12,0.39285714285714285,0.14285714285714285,0.5238095238095238
endo_gls_relative_drop_15,transmural_only_sparse,transmural,245,101,28,0.27722772277227725,0.6007827788649707,0.32129014913367426,0.20211682522495103,0.2857142857142857,0.38095238095238093,21,0.48563218390804597,0.7048530056441449,0.2199856302544576,0.4682600967056326,0.16988955325750218,0.23808956881755503,0.10344827586206896,0.4,0.14285714285714285,0.5714285714285714
endo_gls_relative_drop_15,variability_only_sparse,variability,108,101,28,0.27722772277227725,0.589041095890411,0.33700777281698624,0.20157317402047753,0.25,0.3333333333333333,21,0.4674972129319955,0.7085776355996944,0.22471485963362953,0.5293826124974833,0.1692095419159617,0.23529893399997312,0.10521778584392014,0.37048611111111096,0.14285714285714285,0.5238095238095238
endo_gls_relative_drop_15,clinical_plus_transmural,clinical_plus_transmural,257,101,28,0.27722772277227725,0.600293542074364,0.3335575503245941,0.19851623764580065,0.25,0.3333333333333333,21,0.48661129734327313,0.706919247042337,0.23049544927473514,0.49650929268216415,0.16589829057450556,0.22861443118704586,0.1142063492063492,0.3915217391304346,0.14285714285714285,0.5238095238095238
endo_gls_relative_drop_15,clinical_plus_variability,clinical_plus_variability,120,101,28,0.27722772277227725,0.5963796477495108,0.36124784496971446,0.19708413402385783,0.25,0.3333333333333333,21,0.476828947368421,0.7184660529344074,0.24591702668979265,0.5559071083509618,0.16348988919156593,0.23005783333708588,0.09520089285714285,0.38714157706093183,0.14285714285714285,0.5238095238095238
endo_gls_relative_drop_15,combined_sparse,combined,365,101,28,0.27722772277227725,0.5244618395303327,0.3104645242206002,0.21082621929447046,0.17857142857142858,0.23809523809523808,21,0.4032366028524199,0.647272504892368,0.1937124737710546,0.45670010574595626,0.1762754629686483,0.24646689303896394,0.045454545454545456,0.3182272727272727,0.047619047619047616,0.42857142857142855
endo_gls_relative_drop_15,combined_extra_trees,combined,365,101,28,0.27722772277227725,0.6247553816046967,0.380526823319719,0.2001296992951005,0.32142857142857145,0.42857142857142855,21,0.5050158514492754,0.7324324895044073,0.2477703268284547,0.5697160494874531,0.17328900743481696,0.23263738862800257,0.14814814814814814,0.43478260869565216,0.19047619047619047,0.5714285714285714
ef_absolute_drop_5,clinical_ridge,clinical,12,95,26,0.2736842105263158,0.7480490523968786,0.5843022302640383,0.16500627899279266,0.5,0.6842105263157895,19,0.6280723443223443,0.857693119225302,0.40680127854651804,0.7799409676065124,0.12829132703037496,0.20612826972067008,0.34375,0.6521739130434783,0.42105263157894735,0.8947368421052632
ef_absolute_drop_5,transmural_only_sparse,transmural,245,95,26,0.2736842105263158,0.41248606465997767,0.28064111308039297,0.23938909224962443,0.15384615384615385,0.21052631578947367,19,0.28316384535005223,0.542862116730232,0.1712078421193097,0.4290628337372626,0.1987633535000177,0.28550028838848485,0.03571428571428571,0.28,0.05263157894736842,0.3684210526315789
ef_absolute_drop_5,variability_only_sparse,variability,108,95,26,0.2736842105263158,0.613154960981048,0.3614773135057001,0.21303580548265733,0.2692307692307692,0.3684210526315789,19,0.49188765062354195,0.7347856002824128,0.23913878671498448,0.556596098175813,0.16999752658751732,0.26191347875171833,0.11538461538461539,0.4,0.15789473684210525,0.5789473684210527
ef_absolute_drop_5,clinical_plus_transmural,clinical_plus_transmural,257,95,26,0.2736842105263158,0.6148272017837235,0.39344403558304736,0.19719785296562953,0.3076923076923077,0.42105263157894735,19,0.49030423426988534,0.749504461271531,0.2634514221348329,0.5891211499115044,0.1575031597947437,0.23528746216834043,0.17857142857142858,0.5,0.21052631578947367,0.6842105263157895
ef_absolute_drop_5,clinical_plus_variability,clinical_plus_variability,120,95,26,0.2736842105263158,0.6906354515050167,0.4658449841288457,0.18716425960477434,0.34615384615384615,0.47368421052631576,19,0.559911511552978,0.8026434122343146,0.28801268260658286,0.6544062681489812,0.14906048039675435,0.2297823014295144,0.181737012987013,0.5,0.21052631578947367,0.6842105263157895
ef_absolute_drop_5,combined_sparse,combined,365,95,26,0.2736842105263158,0.6064659977703456,0.4349828579255345,0.20183797208855944,0.34615384615384615,0.47368421052631576,19,0.47402772907900886,0.7409484078383343,0.27573115757689254,0.6292808215360963,0.1591222225694178,0.25003599695406864,0.17391304347826086,0.47058823529411764,0.21052631578947367,0.6842105263157895
ef_absolute_drop_5,combined_extra_trees,combined,365,95,26,0.2736842105263158,0.697324414715719,0.505269330747571,0.18375587742575455,0.4230769230769231,0.5789473684210527,19,0.5605536217303823,0.8292435897435897,0.3354522237098154,0.7119704463896432,0.1521226061633147,0.21832407635474832,0.2857142857142857,0.5769736842105262,0.3684210526315789,0.7894736842105263
ef_absolute_drop_7,clinical_ridge,clinical,12,95,16,0.16842105263157894,0.6455696202531646,0.3440495152016692,0.14877865198452048,0.375,0.3157894736842105,19,0.46884269673631235,0.8149366883116882,0.16921064359117358,0.6001539254412525,0.11716449999148477,0.184918080869709,0.16644736842105262,0.6156249999999999,0.10526315789473684,0.5263157894736842
ef_absolute_drop_7,transmural_only_sparse,transmural,245,95,16,0.16842105263157894,0.5110759493670886,0.2757896799137989,0.15302618332463486,0.25,0.21052631578947367,19,0.32743014705882356,0.6916942771084337,0.1300341452038197,0.5054825766622191,0.10360784558619503,0.20810877086527446,0.058823529411764705,0.45472027972027956,0.05263157894736842,0.42105263157894735
ef_absolute_drop_7,variability_only_sparse,variability,108,95,16,0.16842105263157894,0.6795886075949367,0.29197471608021636,0.15777401300453933,0.375,0.3157894736842105,19,0.5226666666666667,0.8205321285140562,0.16586551319359177,0.5252226933009445,0.10117742709666093,0.21731842942865282,0.13333333333333333,0.5625,0.10526315789473684,0.5263157894736842
ef_absolute_drop_7,clinical_plus_transmural,clinical_plus_transmural,257,95,16,0.16842105263157894,0.47231012658227844,0.2317119442047777,0.17034717784997144,0.25,0.21052631578947367,19,0.30051939058171745,0.6467832247244012,0.10471987129744488,0.41112133769258047,0.11959294036650814,0.22982781670773558,0.0625,0.4446969696969694,0.05263157894736842,0.3684210526315789
ef_absolute_drop_7,clinical_plus_variability,clinical_plus_variability,120,95,16,0.16842105263157894,0.6700949367088608,0.2711415158574356,0.16434921553386436,0.375,0.3157894736842105,19,0.5023410219622558,0.8164845481670929,0.14952164753387792,0.48500223080983945,0.11187281769243751,0.2210291194284779,0.16666666666666666,0.625,0.10526315789473684,0.5789473684210527
ef_absolute_drop_7,combined_sparse,combined,365,95,16,0.16842105263157894,0.6708860759493671,0.3403859234292378,0.13548453898028923,0.375,0.3157894736842105,19,0.5083457645957645,0.8116961038961039,0.17667453255013255,0.5965656917061565,0.09084786781388013,0.18476542010784713,0.19976190476190478,0.625,0.15789473684210525,0.5789473684210527
ef_absolute_drop_7,combined_extra_trees,combined,365,95,16,0.16842105263157894,0.7025316455696202,0.3535087129466009,0.13786722028188964,0.25,0.21052631578947367,19,0.5598284973284974,0.8236685865819877,0.18803864234273324,0.5645345571567496,0.10618347719744312,0.17405654057206194,0.07142857142857142,0.5,0.05263157894736842,0.42105263157894735
ef_absolute_drop_10,clinical_ridge,clinical,12,95,7,0.07368421052631578,0.7694805194805195,0.20232426303854875,0.07083442335441767,0.5714285714285714,0.21052631578947367,19,0.5510505617977528,0.9222222222222222,0.07494481981981982,0.4542764619259116,0.041229958860139346,0.10419407045269516,0.25,1.0,0.05263157894736842,0.42105263157894735
ef_absolute_drop_10,transmural_only_sparse,transmural,245,95,7,0.07368421052631578,0.525974025974026,0.09564737957224158,0.0777919564349966,0.14285714285714285,0.05263157894736842,19,0.28229343120647465,0.7536366572703779,0.03921367521367522,0.2644307517141806,0.03380947440634396,0.12114946235038387,0.0,0.5,0.0,0.15789473684210525
ef_absolute_drop_10,variability_only_sparse,variability,108,95,7,0.07368421052631578,0.8425324675324675,0.30213408406547504,0.06926615135688484,0.8571428571428571,0.3157894736842105,19,0.6496814047375844,0.9612068965517241,0.13040661425860667,0.6515245726495725,0.03537812176858014,0.11471751586128445,0.42857142857142855,1.0,0.10526315789473684,0.5263157894736842
ef_absolute_drop_10,clinical_plus_transmural,clinical_plus_transmural,257,95,7,0.07368421052631578,0.5941558441558442,0.10998030934065589,0.0856259816768652,0.2857142857142857,0.10526315789473684,19,0.3710710594315245,0.8189052795031055,0.04159049181823714,0.27338516072503816,0.039998947597154416,0.139836742414878,0.0,0.7151785714285707,0.0,0.2631578947368421
ef_absolute_drop_10,clinical_plus_variability,clinical_plus_variability,120,95,7,0.07368421052631578,0.8344155844155843,0.3274763483730049,0.06277052858661723,0.5714285714285714,0.21052631578947367,19,0.6773727598566308,0.9677522574324899,0.11450922397494978,0.7516036808628608,0.026526487493789736,0.10485672244595588,0.2,1.0,0.05263157894736842,0.42105263157894735
ef_absolute_drop_10,combined_sparse,combined,365,95,7,0.07368421052631578,0.6038961038961039,0.10461565296577384,0.0790964058521596,0.14285714285714285,0.05263157894736842,19,0.41879995004995,0.7701398467432949,0.0458794205438113,0.2552873990833403,0.03751793285327161,0.12931879168974508,0.0,0.5,0.0,0.21052631578947367
concordant_mid15_ef5,clinical_ridge,clinical,12,95,10,0.10526315789473684,0.41411764705882353,0.11260299732773135,0.11737895509556365,0.1,0.05263157894736842,19,0.21106316447779863,0.6223054884392093,0.05126706717073069,0.30568589714609534,0.08672863074168094,0.15263051322284185,0.0,0.375,0.0,0.21052631578947367
concordant_mid15_ef5,transmural_only_sparse,transmural,245,95,10,0.10526315789473684,0.4752941176470588,0.11580314778730538,0.11667585761841419,0.2,0.10526315789473684,19,0.26220402298850576,0.6778229974160207,0.05807946365835201,0.24732410405996633,0.0704526720595744,0.1707844780680442,0.0,0.5,0.0,0.2631578947368421
concordant_mid15_ef5,variability_only_sparse,variability,108,95,10,0.10526315789473684,0.4729411764705882,0.12897778997513118,0.11733287001581641,0.1,0.05263157894736842,19,0.2788831639375117,0.6640826873385013,0.05441796930233094,0.33695266080344344,0.06752527050961446,0.1714683809538586,0.0,0.3333333333333333,0.0,0.15789473684210525
concordant_mid15_ef5,clinical_plus_transmural,clinical_plus_transmural,257,95,10,0.10526315789473684,0.4411764705882353,0.13927255795853716,0.11730084538621072,0.1,0.05263157894736842,19,0.2786201825557809,0.6395666265704357,0.050978473749143625,0.3821092584005869,0.06815437642818906,0.17317110126283797,0.0,0.3639204545454543,0.0,0.21052631578947367
concordant_mid15_ef5,clinical_plus_variability,clinical_plus_variability,120,95,10,0.10526315789473684,0.5623529411764706,0.17101951254968495,0.10827818088680279,0.2,0.10526315789473684,19,0.3733326650628174,0.7529488158899922,0.0751401881130142,0.4279258848397678,0.06301711972122545,0.16123150678888087,0.0,0.46153846153846156,0.0,0.2631578947368421
concordant_mid15_ef5,combined_sparse,combined,365,95,10,0.10526315789473684,0.5058823529411764,0.22090186619181892,0.10318098514758452,0.2,0.10526315789473684,19,0.2711109307359308,0.7248925682507582,0.061313209499779454,0.47427557895410233,0.05815381007221368,0.1529514472008204,0.0,0.5,0.0,0.2631578947368421
concordant_mid15_ef5,combined_extra_trees,combined,365,95,10,0.10526315789473684,0.5011764705882353,0.1609491979005125,0.10844639295754734,0.3,0.15789473684210525,19,0.262125468164794,0.7342252575011196,0.06578791567577637,0.410404953094275,0.07061137852595188,0.15539403168227933,0.0,0.6,0.0,0.3684210526315789
either_mid15_or_ef5,clinical_ridge,clinical,12,95,44,0.4631578947368421,0.7580213903743316,0.7269255773920428,0.20178363245092482,0.29545454545454547,0.6842105263157895,19,0.6554173297681176,0.8545659246699419,0.594042078477793,0.8555469318737294,0.17015083395233746,0.232017432135707,0.22443310657596371,0.41029411764705875,0.5263157894736842,0.9473684210526315
either_mid15_or_ef5,transmural_only_sparse,transmural,245,95,44,0.4631578947368421,0.6154188948306596,0.6106130026902951,0.24153830862079176,0.25,0.5789473684210527,19,0.5013434198513108,0.7262288961038961,0.4636487364709237,0.7420850276765047,0.20870117959963594,0.2727780736477696,0.16277498428661222,0.35718864468864464,0.36710526315789477,0.7894736842105263
either_mid15_or_ef5,variability_only_sparse,variability,108,95,44,0.4631578947368421,0.7281639928698752,0.70528221102655,0.22325270544698525,0.3181818181818182,0.7368421052631579,19,0.6190146418678275,0.8393518005540166,0.5709140181444159,0.8454657399799874,0.20195509039975318,0.24505398250520716,0.24444444444444444,0.42105263157894735,0.5789473684210527,0.9473684210526315
either_mid15_or_ef5,clinical_plus_transmural,clinical_plus_transmural,257,95,44,0.4631578947368421,0.5967023172905526,0.582425779192968,0.24845971101038314,0.22727272727272727,0.5263157894736842,19,0.47945652173913045,0.7027244396877361,0.44573991185513606,0.7176937572452949,0.21648553694154513,0.2828752071825868,0.14285714285714285,0.3243412162162162,0.3157894736842105,0.7368421052631579
either_mid15_or_ef5,clinical_plus_variability,clinical_plus_variability,120,95,44,0.4631578947368421,0.6898395721925134,0.6265839588312968,0.22532058920395898,0.29545454545454547,0.6842105263157895,19,0.5844166666666667,0.7974346338099906,0.4922194035444571,0.7806527059140441,0.19871974069211673,0.2532827776421534,0.20750554938956717,0.3750844594594594,0.42105263157894735,0.8421052631578947
either_mid15_or_ef5,combined_sparse,combined,365,95,44,0.4631578947368421,0.6158645276292334,0.5831335829988205,0.24438244415667085,0.25,0.5789473684210527,19,0.5030682820751786,0.7305296985815604,0.4441113728323815,0.741596042206083,0.21610765596238649,0.27341599787811627,0.159061004784689,0.34782608695652173,0.3684210526315789,0.8421052631578947
