task,comparison,reference_model,candidate_model,n,delta_roc_auc,delta_roc_auc_ci_low,delta_roc_auc_ci_high,delta_average_precision,delta_average_precision_ci_low,delta_average_precision_ci_high
mid_first_rel15,mantis_pretraining_curves,mantis_random_frozen_curves,mantis_v2_frozen_curves,238,-0.0478350070186806,-0.1376554797567193,0.05226789289289276,-0.05190276006299388,-0.14545574912996936,0.0360463290530794
mid_first_rel15,mantis_pretraining_scalars,mantis_random_frozen_curves_scalars,mantis_v2_frozen_curves_scalars,238,-0.06878306878306872,-0.13567195224987952,0.004394004955462758,-0.06739133774860046,-0.15542591170500586,0.008458426495600907
mid_first_rel15,mantis_scalars,mantis_v2_frozen_curves,mantis_v2_frozen_curves_scalars,238,0.012741604578339394,-0.03822528076733317,0.06435072088135123,3.0925867838982324e-05,-0.054070136510168655,0.05938531129005667
mid_first_rel15,moment_scalars,moment_small_frozen_curves,moment_small_frozen_curves_scalars,238,0.014361300075585892,-0.04369242982271647,0.07176559971814815,0.023192257943049743,-0.048775483503434774,0.10890518556303658
mid_first_rel15,random_mantis_scalars,mantis_random_frozen_curves,mantis_random_frozen_curves_scalars,238,0.03368966634272752,-0.026158859886360995,0.09129939510796083,0.015519503553445557,-0.06531644848665061,0.10158972628509824
mid_first_rel15,adapter_scalars,mantis_v2_adapter_curves,mantis_v2_adapter_curves_scalars,238,0.06705539358600587,0.01068774391934676,0.12387152482759768,0.023878581438414564,-0.03227427550877288,0.07946969595489894
mid_first_rel15,rocket_whole_scalars,multirocket_whole_curves,multirocket_whole_curves_scalars,238,0.0032393909944931076,-0.0017272278671242119,0.008448667395125606,-0.003076833252116884,-0.01712010891593509,0.002705566385948793
mid_first_rel15,rocket_segment_scalars,multirocket_segment_curves,multirocket_segment_curves_scalars,238,0.0008638375985314806,-0.0009339157236139817,0.0029010779961953777,0.0007903475728851528,-0.0003902817448382473,0.0028669595782972544
mid_first_rel15,rocket_segment_vs_whole_curves,multirocket_whole_curves,multirocket_segment_curves,238,0.07364215527480844,-0.02555431592927031,0.17787370848723688,0.019491307999702945,-0.08812994704447975,0.1273021467154588
mid_first_rel15,rocket_segment_vs_whole_scalars,multirocket_whole_curves_scalars,multirocket_segment_curves_scalars,238,0.07126660187884681,-0.02027766005492943,0.16711460689242072,0.02335848882470498,-0.08025202684862606,0.12829713833128112
mid_first_rel15,mantis_adapter_vs_frozen_curves,mantis_v2_frozen_curves,mantis_v2_adapter_curves,238,-0.07051074398013168,-0.15538161902530473,0.015582733316690535,-0.03945958796835439,-0.11690332862541306,0.033986334775036
mid_first_rel15,mantis_adapter_vs_frozen_scalars,mantis_v2_frozen_curves_scalars,mantis_v2_adapter_curves_scalars,238,-0.016196954972465205,-0.09389764204565769,0.055908880666050015,-0.015611932397778805,-0.08171136195675353,0.04560387402276201
