epoch,train_mse
1,0.967185435295105
2,0.6602784037590027
3,0.4299801695346832
4,0.38555986046791074
5,0.3664921694993973
6,0.33643621623516085
7,0.2943876439332962
8,0.2596099257469177
9,0.22927965402603148
10,0.2125193530321121
11,0.20095668494701385
12,0.1916622844338417
13,0.1827875033020973
14,0.17067716985940934
15,0.1569969817996025
16,0.1471831226348877
17,0.14042851835489273
18,0.13385168224573135
19,0.12946952879428864
20,0.12243081003427506
21,0.11638281673192978
22,0.11086567372083664
23,0.10647761672735215
24,0.10021536767482758
25,0.09473231926560402
26,0.0896111187338829
27,0.08363270476460456
28,0.07901190385222435
29,0.07499081313610077
30,0.07142550557851791
31,0.0688195225596428
32,0.0670223081111908
33,0.06472544729709626
34,0.06437620252370835
35,0.06257687509059906
36,0.06105149909853935
37,0.05944514840841293
38,0.05844492971897125
39,0.0569495515525341
40,0.05603176072239876
41,0.05557359740138054
42,0.05398605406284332
43,0.05290979266166687
44,0.05184881284832955
45,0.05091060817241669
46,0.049951003789901735
47,0.04919540241360664
48,0.04863330945372581
49,0.04816463053226471
50,0.04737983554601669
51,0.04707771822810173
52,0.04628297060728073
53,0.04587681323289871
54,0.04565296426415443
55,0.04548361167311668
56,0.04435376495122909
57,0.04396830543875694
58,0.04360684484243393
59,0.04250833861529827
60,0.042485335320234296
61,0.042156690210103986
62,0.04138357147574425
63,0.04084390953183174
64,0.0405691696703434
65,0.04054367572069168
66,0.04036120608448982
67,0.03969055742025376
68,0.039225629568099975
69,0.038950908705592154
70,0.03838209308683872
71,0.038474896252155305
72,0.037818754985928536
73,0.03780331164598465
74,0.03782794438302517
75,0.03724283151328564
76,0.03675678983330727
77,0.036528401374816895
78,0.0365079078823328
79,0.036152002885937694
80,0.03590893775224686
81,0.0356023895740509
82,0.03550957784056664
83,0.03573702499270439
84,0.03469092942774296
85,0.034266133829951285
86,0.03407852582633495
87,0.03403185307979584
88,0.033954256922006605
89,0.033879209831357004
90,0.03344241835176945
91,0.0338978835940361
92,0.033853388577699664
93,0.03371501363813877
94,0.03318021222949028
95,0.03261698082089424
96,0.033236890956759454
97,0.032678316086530684
98,0.032350271344184875
99,0.03236733876168728
100,0.032482817471027374
101,0.032196547687053684
102,0.03228727988898754
103,0.031640793606638906
104,0.03147223137319088
105,0.03161985367536545
106,0.032129188403487205
107,0.03154490634799004
108,0.031614162251353266
109,0.03127894029021263
110,0.03147538885474205
111,0.03141756951808929
112,0.031125187575817108
113,0.031080830469727518
114,0.03078623354434967
115,0.030943965539336205
116,0.030607460886240005
117,0.030259455516934396
118,0.030073974430561066
119,0.030168342888355255
120,0.02990608610212803
121,0.030166696310043335
122,0.029729121699929237
123,0.029753296971321105
124,0.029507178217172622
125,0.02955652169883251
126,0.0288853669911623
127,0.029298047572374343
128,0.029288960918784142
129,0.029278034716844557
130,0.029264616444706917
131,0.02903748817741871
132,0.029594605863094328
133,0.029491312205791473
134,0.028858585655689238
135,0.028704514354467393
136,0.02862066574394703
137,0.028474982157349588
138,0.02870348744094372
139,0.02872867040336132
140,0.028474815562367438
141,0.028555419743061066
142,0.028399236053228378
143,0.028505727350711822
144,0.028075840249657633
145,0.02824548803269863
146,0.02820860214531422
147,0.02870986856520176
148,0.0281093243509531
149,0.02797413118183613
150,0.027552132308483124
151,0.027664333358407022
152,0.027650630548596383
153,0.02768824331462383
154,0.027077571377158164
155,0.02704336918890476
156,0.027344892024993895
157,0.028532990738749504
158,0.028170490860939024
159,0.027121691778302193
160,0.026940277963876724
161,0.026863107159733772
162,0.026653787046670915
163,0.02712532140314579
164,0.027009285017848016
165,0.026867083013057708
166,0.026800889298319818
167,0.02681223340332508
168,0.026720209643244744
169,0.02662877134978771
170,0.026436088606715202
171,0.026237201169133185
172,0.02667154684662819
173,0.026395793929696085
174,0.026089506819844246
175,0.026320990696549414
176,0.026314968168735506
177,0.026020821183919907
178,0.026527261957526208
179,0.026174178645014763
180,0.02581762373447418
181,0.02603339046239853
182,0.025837600752711295
183,0.026105221062898636
184,0.025881769582629204
185,0.02572109267115593
186,0.025446642413735388
187,0.026112602800130846
188,0.026211427077651023
189,0.025590608716011046
190,0.025501877814531327
191,0.025818845480680464
192,0.02533486470580101
193,0.025340911969542503
194,0.02567506916821003
195,0.02521093174815178
196,0.02543332077562809
197,0.025535128489136697
198,0.02540766879916191
199,0.02506266050040722
200,0.02515395760536194
201,0.025201263204216957
202,0.024829974249005318
203,0.02476861357688904
204,0.024924163073301316
205,0.024929375052452088
206,0.024813243076205253
207,0.024739018008112908
208,0.02495060607790947
209,0.024755396731197834
210,0.024974014386534692
211,0.024602134861052036
212,0.024733735918998717
213,0.024594822153449058
214,0.02436045579612255
215,0.024413380175828933
216,0.02454489566385746
217,0.02480905756354332
218,0.024528094083070755
219,0.02460002861917019
220,0.02432523563504219
221,0.024463147446513175
222,0.02454726442694664
223,0.024485287144780158
224,0.02421357877552509
225,0.024050727039575576
226,0.0238382251560688
227,0.02465636171400547
228,0.02486399784684181
229,0.024293782338500023
230,0.02405369535088539
231,0.024472478404641153
232,0.023978871181607245
233,0.024059661105275153
234,0.023878443464636804
235,0.023852385953068732
236,0.02400994211435318
237,0.024089063890278338
238,0.023629768267273903
239,0.023638409674167634
240,0.023933137357234954
241,0.02391017436981201
242,0.024494605138897896
243,0.02421440154314041
244,0.02425417594611645
245,0.02372978866100311
246,0.023380417376756668
247,0.02344215601682663
248,0.023761675655841828
249,0.02369927555322647
250,0.023349933475255966
