target_layer,model,subset,mae_ci_low,mae_ci_high,average_precision_ci_low,average_precision_ci_high,brier_ci_low,brier_ci_high
mid,Persistence,selected_first_event_180d,1.3747800000000003,2.3384499999999995,0.21181730769230772,0.8780138888888886,0.09496170860640511,0.2905805552069474
mid,Clinical ridge,selected_first_event_180d,1.454014679226385,2.2995720712118506,0.3583511396011396,0.9806006493506493,0.08523477672204104,0.27141935742387185
mid,Engineered ridge,selected_first_event_180d,1.4138736302331114,2.3564365588629546,0.35872429653679655,0.9666666666666667,0.06267816738521609,0.2634403470429047
mid,Endo–Mid curve CNN,selected_first_event_180d,1.6346198444366455,2.9342250162887575,0.3374325980392157,0.9764136904761905,0.08390104216890457,0.23453270326759568
endo,Persistence,selected_first_event_180d,1.6807500000000004,2.6679375,0.4012772817460318,0.939267113095238,0.09097933180883276,0.2794792978862098
endo,Clinical ridge,selected_first_event_180d,1.7704748281355795,2.8589050507141223,0.4809937169312169,0.9704955201048951,0.08329546436006945,0.2892862616459245
endo,Engineered ridge,selected_first_event_180d,1.846871469013049,3.1142345010853787,0.38151015198569543,0.925,0.09671402424041294,0.3128811717897551
endo,Endo–Mid curve CNN,selected_first_event_180d,1.89768475319789,3.3525512339518624,0.32539487263943784,0.9497443181818181,0.10063182526740712,0.3011087969125863
