model,feature,feature_family,description,used_fraction,auc_drop_screen,auc_drop_split_sd,auc_positive_split_fraction,ap_drop_screen,ap_drop_split_sd,ap_positive_split_fraction,native_importance_mean,selection_fraction,coefficient_median_when_selected,coefficient_sign_consistency,auc_rank_screen,ap_rank_screen,native_rank
clinical_plus_variability_sparse,d_var__endo_vendor_time_to_peak_norm_circular_std,variability,"Change since previous visit, Endo: vendor time-to-peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_post_systolic_fraction,variability,"Current visit, Endo: fraction of post-systolic segments",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_post_systolic_fraction,variability,"Change since previous visit, Endo: fraction of post-systolic segments",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019017300140605395,0.06666666666666667,0.028525950210908094,1.0,1.0,1.0,37.0
clinical_plus_variability_sparse,cur_var__endo_curve_dispersion_rms,variability,"Current visit, Endo: RMS dispersion of segment curves",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_curve_dispersion_rms,variability,"Change since previous visit, Endo: RMS dispersion of segment curves",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031436045165544988,0.06666666666666667,0.04715406774831748,1.0,1.0,1.0,36.0
clinical_plus_variability_sparse,cur_var__endo_curve_pairwise_rmse,variability,"Current visit, Endo: pairwise segment-curve RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_curve_pairwise_rmse,variability,"Change since previous visit, Endo: pairwise segment-curve RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_curve_integrated_robust_mad,variability,"Current visit, Endo: integrated robust curve dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029977231187353952,0.26666666666666666,-0.08582238592090143,1.0,1.0,1.0,18.0
clinical_plus_variability_sparse,d_var__endo_curve_integrated_robust_mad,variability,"Change since previous visit, Endo: integrated robust curve dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_shape_dispersion_rms,variability,"Current visit, Endo: RMS dispersion of normalized curve shape",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_shape_dispersion_rms,variability,"Change since previous visit, Endo: RMS dispersion of normalized curve shape",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013492802468642689,0.26666666666666666,0.03738068794789509,1.0,1.0,1.0,25.0
clinical_plus_variability_sparse,cur_var__endo_shape_pairwise_rmse,variability,"Current visit, Endo: pairwise normalized-shape RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_shape_pairwise_rmse,variability,"Change since previous visit, Endo: pairwise normalized-shape RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_shape_incoherence,variability,"Current visit, Endo: segment shape incoherence",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_shape_incoherence,variability,"Change since previous visit, Endo: segment shape incoherence",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_within_view_peak_robust_sd_mean,variability,"Current visit, Endo: mean within-view peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_within_view_peak_robust_sd_mean,variability,"Change since previous visit, Endo: mean within-view peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_within_ring_peak_robust_sd_mean,variability,"Current visit, Endo: mean within-ring peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008205283322366108,0.06666666666666667,-0.12307924983549164,1.0,1.0,1.0,30.0
clinical_plus_variability_sparse,d_var__endo_within_ring_peak_robust_sd_mean,variability,"Change since previous visit, Endo: mean within-ring peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_spatial_peak_graph_roughness,variability,"Current visit, Endo: spatial roughness of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_spatial_peak_graph_roughness,variability,"Change since previous visit, Endo: spatial roughness of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010908932410599913,0.13333333333333333,0.08181699307949934,1.0,1.0,1.0,27.0
clinical_plus_variability_sparse,cur_var__endo_spatial_timing_graph_roughness,variability,"Current visit, Endo: spatial roughness of timing",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004095941956605228,0.06666666666666667,-0.06143912934907842,1.0,1.0,1.0,33.0
clinical_plus_variability_sparse,d_var__endo_spatial_timing_graph_roughness,variability,"Change since previous visit, Endo: spatial roughness of timing",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08341656599048546,0.4,-0.21820577264214208,1.0,1.0,1.0,8.0
clinical_plus_variability_sparse,cur_var__endo_impaired_segment_fraction_lt15,variability,"Current visit, Endo: fraction of segments with strain magnitude below 15",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005450099297409939,0.06666666666666667,-0.008175148946114909,1.0,1.0,1.0,40.0
clinical_plus_variability_sparse,d_var__endo_impaired_segment_fraction_lt15,variability,"Change since previous visit, Endo: fraction of segments with strain magnitude below 15",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_apical_basal_peak_gradient,variability,"Current visit, Endo: apical-to-basal peak gradient",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_apical_basal_peak_gradient,variability,"Change since previous visit, Endo: apical-to-basal peak gradient",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007642779901897684,0.06666666666666667,-0.11464169852846526,1.0,1.0,1.0,31.0
clinical_plus_variability_sparse,cur_var__mid_peak_abs_robust_sd,variability,"Current visit, Mid: robust dispersion of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5089134526346392,1.0,-0.5072016411133803,1.0,1.0,1.0,3.0
clinical_plus_variability_sparse,d_var__mid_peak_abs_robust_sd,variability,"Change since previous visit, Mid: robust dispersion of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008238400671121313,0.06666666666666667,-0.1235760100668197,1.0,1.0,1.0,29.0
clinical_plus_variability_sparse,cur_var__mid_peak_abs_cv,variability,"Current visit, Mid: coefficient of variation of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_peak_abs_cv,variability,"Change since previous visit, Mid: coefficient of variation of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_time_to_peak_norm_circular_std,variability,"Current visit, Mid: circular dispersion of time to peak",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_time_to_peak_norm_circular_std,variability,"Change since previous visit, Mid: circular dispersion of time to peak",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_vendor_peak_systolic_abs_robust_sd,variability,"Current visit, Mid: vendor peak-systolic amplitude dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_vendor_peak_systolic_abs_robust_sd,variability,"Change since previous visit, Mid: vendor peak-systolic amplitude dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_vendor_time_to_peak_norm_circular_std,variability,"Current visit, Mid: vendor time-to-peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_vendor_time_to_peak_norm_circular_std,variability,"Change since previous visit, Mid: vendor time-to-peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_post_systolic_fraction,variability,"Current visit, Mid: fraction of post-systolic segments",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03133473017043378,0.26666666666666666,0.08712326086485425,1.0,1.0,1.0,17.0
clinical_plus_variability_sparse,d_var__mid_post_systolic_fraction,variability,"Change since previous visit, Mid: fraction of post-systolic segments",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03148967250811794,0.13333333333333333,0.23617254381088457,1.0,1.0,1.0,16.0
clinical_plus_variability_sparse,cur_var__mid_curve_dispersion_rms,variability,"Current visit, Mid: RMS dispersion of segment curves",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_curve_dispersion_rms,variability,"Change since previous visit, Mid: RMS dispersion of segment curves",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_curve_pairwise_rmse,variability,"Current visit, Mid: pairwise segment-curve RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_curve_pairwise_rmse,variability,"Change since previous visit, Mid: pairwise segment-curve RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_curve_integrated_robust_mad,variability,"Current visit, Mid: integrated robust curve dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003502518847188113,0.06666666666666667,-0.052537782707821695,1.0,1.0,1.0,35.0
clinical_plus_variability_sparse,d_var__mid_curve_integrated_robust_mad,variability,"Change since previous visit, Mid: integrated robust curve dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_shape_dispersion_rms,variability,"Current visit, Mid: RMS dispersion of normalized curve shape",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15367388177928815,0.9333333333333333,-0.13295058950577807,1.0,1.0,1.0,5.0
clinical_plus_variability_sparse,d_var__mid_shape_dispersion_rms,variability,"Change since previous visit, Mid: RMS dispersion of normalized curve shape",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007338932136648849,0.06666666666666667,0.11008398204973273,1.0,1.0,1.0,32.0
clinical_plus_variability_sparse,cur_var__mid_shape_pairwise_rmse,variability,"Current visit, Mid: pairwise normalized-shape RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05786700553519316,0.26666666666666666,-0.19514883206063488,1.0,1.0,1.0,12.0
clinical_plus_variability_sparse,d_var__mid_shape_pairwise_rmse,variability,"Change since previous visit, Mid: pairwise normalized-shape RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022349123549660625,0.3333333333333333,0.07078356947995121,1.0,1.0,1.0,22.0
clinical_plus_variability_sparse,cur_var__mid_shape_incoherence,variability,"Current visit, Mid: segment shape incoherence",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_shape_incoherence,variability,"Change since previous visit, Mid: segment shape incoherence",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_within_view_peak_robust_sd_mean,variability,"Current visit, Mid: mean within-view peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_within_view_peak_robust_sd_mean,variability,"Change since previous visit, Mid: mean within-view peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009687496119970766,0.06666666666666667,-0.01453124417995615,1.0,1.0,1.0,39.0
clinical_plus_variability_sparse,cur_var__mid_within_ring_peak_robust_sd_mean,variability,"Current visit, Mid: mean within-ring peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_within_ring_peak_robust_sd_mean,variability,"Change since previous visit, Mid: mean within-ring peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_spatial_peak_graph_roughness,variability,"Current visit, Mid: spatial roughness of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_spatial_peak_graph_roughness,variability,"Change since previous visit, Mid: spatial roughness of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_spatial_timing_graph_roughness,variability,"Current visit, Mid: spatial roughness of timing",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05771551584538949,0.2,-0.2224529501402283,1.0,1.0,1.0,13.0
clinical_plus_variability_sparse,d_var__mid_spatial_timing_graph_roughness,variability,"Change since previous visit, Mid: spatial roughness of timing",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__mid_impaired_segment_fraction_lt15,variability,"Current visit, Mid: fraction of segments with strain magnitude below 15",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_impaired_segment_fraction_lt15,variability,"Change since previous visit, Mid: fraction of segments with strain magnitude below 15",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015953403875471664,0.06666666666666667,0.023930105813207498,1.0,1.0,1.0,38.0
clinical_plus_variability_sparse,cur_var__mid_apical_basal_peak_gradient,variability,"Current visit, Mid: apical-to-basal peak gradient",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__mid_apical_basal_peak_gradient,variability,"Change since previous visit, Mid: apical-to-basal peak gradient",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_ridge,history_visits,clinical,Number of visits observed so far,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12180643845761993,1.0,-0.07879370720168381,0.6,1.0,1.0,19.0
clinical_ridge,days_since_first,clinical,Days since the baseline visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093090332275988,1.0,-0.17459728879869013,0.9333333333333333,1.0,1.0,9.0
clinical_ridge,days_since_previous,clinical,Days since the previous visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18141805475396014,1.0,-0.09624627511708309,0.9333333333333333,1.0,1.0,11.0
clinical_ridge,has_previous_visit,clinical,Whether a prior visit is available,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16446740112358973,1.0,-0.13934652381177645,1.0,1.0,1.0,13.0
clinical_ridge,current_mid_gls,clinical,Current Mid-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2312367836123397,1.0,0.21973708317742494,1.0,1.0,1.0,6.0
clinical_ridge,current_endo_gls,clinical,Current Endo-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198898625777573,1.0,0.20587582393094092,1.0,1.0,1.0,10.0
clinical_ridge,current_ef,clinical,Current ejection fraction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3111957091316056,1.0,0.3500985700081021,0.9333333333333333,1.0,1.0,4.0
clinical_ridge,first_mid_gls,clinical,Baseline Mid-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43945944099502865,1.0,0.45116395860062897,1.0,1.0,1.0,1.0
clinical_ridge,first_endo_gls,clinical,Baseline Endo-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37578134054369805,1.0,0.40447851965898574,1.0,1.0,1.0,3.0
clinical_ridge,first_ef,clinical,Baseline ejection fraction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2240676350851139,1.0,-0.22547590349330385,0.8666666666666667,1.0,1.0,7.0
clinical_ridge,current_mid_decline_from_first,clinical,Current relative Mid-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39985975303896965,1.0,0.39963985660690277,1.0,1.0,1.0,2.0
clinical_ridge,current_endo_decline_from_first,clinical,Current relative Endo-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962333416709971,1.0,0.3164571193218968,1.0,1.0,1.0,5.0
clinical_ridge,current_ef_decline_from_first,clinical,Current relative EF decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07302347453654003,1.0,-0.021659528319058863,0.5333333333333333,1.0,1.0,23.0
clinical_ridge,last_mid_relative_change,clinical,Most recent relative Mid-GLS change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275908893181568,1.0,0.12713021895599214,1.0,1.0,1.0,18.0
clinical_ridge,last_endo_relative_change,clinical,Most recent relative Endo-GLS change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08449093777874166,1.0,0.07147161531646458,0.9333333333333333,1.0,1.0,22.0
clinical_ridge,last_ef_relative_change,clinical,Most recent relative EF change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16763246889869746,1.0,0.16663860437755254,1.0,1.0,1.0,12.0
clinical_ridge,mid_decline_slope_per_100d,clinical,Mid-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21665829585234633,1.0,0.23416552189697298,1.0,1.0,1.0,8.0
clinical_ridge,endo_decline_slope_per_100d,clinical,Endo-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11139104491285887,1.0,0.040012375812318327,0.6,1.0,1.0,21.0
clinical_ridge,ef_decline_slope_per_100d,clinical,EF decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14463386222394758,1.0,0.09354418331493647,0.6666666666666666,1.0,1.0,16.0
clinical_ridge,current_endo_mid_gap,clinical,Current Endo minus Mid GLS gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13218627107475636,1.0,-0.0754226821875511,0.6,1.0,1.0,17.0
clinical_ridge,last_endo_mid_gap_change,clinical,Change in the Endo–Mid GLS gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15345741323373202,1.0,-0.09225452823762212,0.8,1.0,1.0,15.0
clinical_ridge,current_mid_decline_from_roll2,clinical,Current Mid-GLS decline from prior-2-visit mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15646833500954999,1.0,0.16233984219644235,1.0,1.0,1.0,14.0
clinical_ridge,current_endo_decline_from_roll2,clinical,Current Endo-GLS decline from prior-2-visit mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12044691168791243,1.0,0.11796392283769666,0.9333333333333333,1.0,1.0,20.0
clinical_ridge,current_ef_decline_from_roll2,clinical,Current EF decline from prior-2-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,24.0
clinical_ridge,current_mid_decline_from_roll3,clinical,Current Mid-GLS decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,24.0
clinical_ridge,current_endo_decline_from_roll3,clinical,Current Endo-GLS decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,24.0
clinical_ridge,current_ef_decline_from_roll3,clinical,Current EF decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,24.0
combined_extra_trees,history_visits,clinical,Number of visits observed so far,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002807325568823913,,,,1.0,1.0,128.0
combined_extra_trees,days_since_first,clinical,Days since the baseline visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030036903267567938,,,,1.0,1.0,118.0
combined_extra_trees,days_since_previous,clinical,Days since the previous visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004059020465161542,,,,1.0,1.0,89.0
combined_extra_trees,has_previous_visit,clinical,Whether a prior visit is available,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003463941940352321,,,,1.0,1.0,108.0
combined_extra_trees,current_mid_gls,clinical,Current Mid-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004166705025903856,,,,1.0,1.0,85.0
combined_extra_trees,current_endo_gls,clinical,Current Endo-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003957349823315216,,,,1.0,1.0,93.0
combined_extra_trees,current_ef,clinical,Current ejection fraction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002744267293702308,,,,1.0,1.0,132.0
combined_extra_trees,first_mid_gls,clinical,Baseline Mid-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013729906466628342,,,,1.0,1.0,10.0
combined_extra_trees,first_endo_gls,clinical,Baseline Endo-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01314658018834669,,,,1.0,1.0,13.0
combined_extra_trees,first_ef,clinical,Baseline ejection fraction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035451376933310864,,,,1.0,1.0,104.0
combined_extra_trees,current_mid_decline_from_first,clinical,Current relative Mid-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01166879195347614,,,,1.0,1.0,15.0
combined_extra_trees,current_endo_decline_from_first,clinical,Current relative Endo-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010327504347315995,,,,1.0,1.0,20.0
combined_extra_trees,current_ef_decline_from_first,clinical,Current relative EF decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018706787549197608,,,,1.0,1.0,168.0
combined_extra_trees,last_mid_relative_change,clinical,Most recent relative Mid-GLS change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003054348927849117,,,,1.0,1.0,117.0
combined_extra_trees,last_endo_relative_change,clinical,Most recent relative Endo-GLS change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002574816439814262,,,,1.0,1.0,141.0
combined_extra_trees,last_ef_relative_change,clinical,Most recent relative EF change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017998220985959306,,,,1.0,1.0,170.0
combined_extra_trees,mid_decline_slope_per_100d,clinical,Mid-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013936966630438432,,,,1.0,1.0,185.0
combined_extra_trees,endo_decline_slope_per_100d,clinical,Endo-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001697535585811277,,,,1.0,1.0,176.0
combined_extra_trees,ef_decline_slope_per_100d,clinical,EF decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001126467224813224,,,,1.0,1.0,201.0
combined_extra_trees,current_endo_mid_gap,clinical,Current Endo minus Mid GLS gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004344574084686991,,,,1.0,1.0,80.0
combined_extra_trees,last_endo_mid_gap_change,clinical,Change in the Endo–Mid GLS gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026222810824594956,,,,1.0,1.0,137.0
combined_extra_trees,current_mid_decline_from_roll2,clinical,Current Mid-GLS decline from prior-2-visit mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002758441504784854,,,,1.0,1.0,131.0
combined_extra_trees,current_endo_decline_from_roll2,clinical,Current Endo-GLS decline from prior-2-visit mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002649489629363165,,,,1.0,1.0,135.0
combined_extra_trees,current_ef_decline_from_roll2,clinical,Current EF decline from prior-2-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,259.0
combined_extra_trees,current_mid_decline_from_roll3,clinical,Current Mid-GLS decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,259.0
combined_extra_trees,current_endo_decline_from_roll3,clinical,Current Endo-GLS decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,259.0
combined_extra_trees,current_ef_decline_from_roll3,clinical,Current EF decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,259.0
combined_extra_trees,cur_tm_paired_segments,Endo–Mid,Current visit: Endo–Mid paired segments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,259.0
combined_extra_trees,d_tm_paired_segments,Endo–Mid,Change since previous visit: Endo–Mid paired segments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,259.0
combined_extra_trees,cur_tm_peak_layer_correlation,Endo–Mid,Current visit: Endo–Mid peak layer correlation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028741512387684674,,,,1.0,1.0,122.0
combined_extra_trees,d_tm_peak_layer_correlation,Endo–Mid,Change since previous visit: Endo–Mid peak layer correlation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004905019472181536,,,,1.0,1.0,250.0
combined_extra_trees,cur_tm_ttp_layer_correlation,Endo–Mid,Current visit: Endo–Mid time-to-peak layer correlation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002761172793266687,,,,1.0,1.0,129.0
combined_extra_trees,d_tm_ttp_layer_correlation,Endo–Mid,Change since previous visit: Endo–Mid time-to-peak layer correlation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017804054713804905,,,,1.0,1.0,171.0
combined_extra_trees,cur_tm_fraction_endo_peak_gt_mid,Endo–Mid,Current visit: Endo–Mid fraction endo peak gt mid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014167485478604587,,,,1.0,1.0,255.0
combined_extra_trees,d_tm_fraction_endo_peak_gt_mid,Endo–Mid,Change since previous visit: Endo–Mid fraction endo peak gt mid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.30910892694333e-06,,,,1.0,1.0,257.0
combined_extra_trees,cur_tm_fraction_ttp_discordant_gt_5pct_cycle,Endo–Mid,Current visit: Endo–Mid fraction time-to-peak discordant gt 5pct cycle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005213960191911708,,,,1.0,1.0,54.0
