model,feature,feature_family,description,used_fraction,auc_drop_screen,auc_drop_split_sd,auc_positive_split_fraction,ap_drop_screen,ap_drop_split_sd,ap_positive_split_fraction,native_importance_mean,selection_fraction,coefficient_median_when_selected,coefficient_sign_consistency,auc_rank_screen,ap_rank_screen,native_rank
clinical_plus_transmural_sparse,cur_tm_curve_abs_area_iqr,Endo–Mid,Current visit: Endo–Mid curve abs area IQR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_curve_abs_area_iqr,Endo–Mid,Change since previous visit: Endo–Mid curve abs area IQR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_curve_abs_area_p90_p10,Endo–Mid,Current visit: Endo–Mid curve abs area P90–P10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_curve_abs_area_p90_p10,Endo–Mid,Change since previous visit: Endo–Mid curve abs area P90–P10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_curve_abs_area_median,Endo–Mid,Current visit: Endo–Mid curve abs area median,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_curve_abs_area_median,Endo–Mid,Change since previous visit: Endo–Mid curve abs area median,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008691067955993862,0.06666666666666667,-0.13036601933990793,1.0,1.0,1.0,45.0
clinical_plus_transmural_sparse,cur_tm_shape_rms_mean,Endo–Mid,Current visit: Endo–Mid shape RMS mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_shape_rms_mean,Endo–Mid,Change since previous visit: Endo–Mid shape RMS mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_shape_rms_std,Endo–Mid,Current visit: Endo–Mid shape RMS std,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_shape_rms_std,Endo–Mid,Change since previous visit: Endo–Mid shape RMS std,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_shape_rms_robust_sd,Endo–Mid,Current visit: Endo–Mid shape RMS robust sd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_shape_rms_robust_sd,Endo–Mid,Change since previous visit: Endo–Mid shape RMS robust sd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_shape_rms_iqr,Endo–Mid,Current visit: Endo–Mid shape RMS IQR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_shape_rms_iqr,Endo–Mid,Change since previous visit: Endo–Mid shape RMS IQR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_shape_rms_p90_p10,Endo–Mid,Current visit: Endo–Mid shape RMS P90–P10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019871394178355352,0.2,-0.02591720967521727,1.0,1.0,1.0,37.0
clinical_plus_transmural_sparse,d_tm_shape_rms_p90_p10,Endo–Mid,Change since previous visit: Endo–Mid shape RMS P90–P10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_shape_rms_median,Endo–Mid,Current visit: Endo–Mid shape RMS median,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_shape_rms_median,Endo–Mid,Change since previous visit: Endo–Mid shape RMS median,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027677957705400845,0.13333333333333333,0.20758468279050635,1.0,1.0,1.0,33.0
clinical_plus_transmural_sparse,cur_tm_segment_curve_correlation_mean,Endo–Mid,Current visit: Endo–Mid segment curve correlation mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_segment_curve_correlation_mean,Endo–Mid,Change since previous visit: Endo–Mid segment curve correlation mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_segment_curve_correlation_std,Endo–Mid,Current visit: Endo–Mid segment curve correlation std,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4484546316839424,1.0,-0.43612100809614157,1.0,1.0,1.0,2.0
clinical_plus_transmural_sparse,d_tm_segment_curve_correlation_std,Endo–Mid,Change since previous visit: Endo–Mid segment curve correlation std,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03805927924874672,0.4666666666666667,-0.04539429843567374,0.8571428571428571,1.0,1.0,26.0
clinical_plus_transmural_sparse,cur_tm_segment_curve_correlation_robust_sd,Endo–Mid,Current visit: Endo–Mid segment curve correlation robust sd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_segment_curve_correlation_robust_sd,Endo–Mid,Change since previous visit: Endo–Mid segment curve correlation robust sd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_segment_curve_correlation_iqr,Endo–Mid,Current visit: Endo–Mid segment curve correlation IQR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015700764781599365,0.13333333333333333,-0.011775573586199524,1.0,1.0,1.0,59.0
clinical_plus_transmural_sparse,d_tm_segment_curve_correlation_iqr,Endo–Mid,Change since previous visit: Endo–Mid segment curve correlation IQR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005387594123447094,0.06666666666666667,0.0808139118517064,1.0,1.0,1.0,51.0
clinical_plus_transmural_sparse,cur_tm_segment_curve_correlation_p90_p10,Endo–Mid,Current visit: Endo–Mid segment curve correlation P90–P10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031970091711352025,0.26666666666666666,-0.07570871412836566,1.0,1.0,1.0,30.0
clinical_plus_transmural_sparse,d_tm_segment_curve_correlation_p90_p10,Endo–Mid,Change since previous visit: Endo–Mid segment curve correlation P90–P10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152023534299876,0.5333333333333333,0.09392084444448634,1.0,1.0,1.0,25.0
clinical_plus_transmural_sparse,cur_tm_segment_curve_correlation_median,Endo–Mid,Current visit: Endo–Mid segment curve correlation median,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_segment_curve_correlation_median,Endo–Mid,Change since previous visit: Endo–Mid segment curve correlation median,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_gap_dct01,Endo–Mid,Current visit: Endo–Mid mean gap DCT01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025182730943001656,0.26666666666666666,-0.11875497566892881,1.0,1.0,1.0,34.0
clinical_plus_transmural_sparse,d_tm_mean_gap_dct01,Endo–Mid,Change since previous visit: Endo–Mid mean gap DCT01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_gap_dct02,Endo–Mid,Current visit: Endo–Mid mean gap DCT02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18039756829583925,0.7333333333333333,0.2612683400066614,1.0,1.0,1.0,8.0
clinical_plus_transmural_sparse,d_tm_mean_gap_dct02,Endo–Mid,Change since previous visit: Endo–Mid mean gap DCT02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_gap_dct03,Endo–Mid,Current visit: Endo–Mid mean gap DCT03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_mean_gap_dct03,Endo–Mid,Change since previous visit: Endo–Mid mean gap DCT03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005541531366964213,0.06666666666666667,-0.0831229705044632,1.0,1.0,1.0,50.0
clinical_plus_transmural_sparse,cur_tm_mean_gap_dct04,Endo–Mid,Current visit: Endo–Mid mean gap DCT04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_mean_gap_dct04,Endo–Mid,Change since previous visit: Endo–Mid mean gap DCT04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_gap_dct05,Endo–Mid,Current visit: Endo–Mid mean gap DCT05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_mean_gap_dct05,Endo–Mid,Change since previous visit: Endo–Mid mean gap DCT05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_gap_dct06,Endo–Mid,Current visit: Endo–Mid mean gap DCT06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729701907812453,0.6666666666666666,0.21319971483038658,1.0,1.0,1.0,9.0
clinical_plus_transmural_sparse,d_tm_mean_gap_dct06,Endo–Mid,Change since previous visit: Endo–Mid mean gap DCT06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_gap_dct07,Endo–Mid,Current visit: Endo–Mid mean gap DCT07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_mean_gap_dct07,Endo–Mid,Change since previous visit: Endo–Mid mean gap DCT07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020280306793242057,0.2,0.03018537679777425,1.0,1.0,1.0,36.0
clinical_plus_transmural_sparse,cur_tm_mean_gap_dct08,Endo–Mid,Current visit: Endo–Mid mean gap DCT08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009924500828027106,0.06666666666666667,-0.01488675124204066,1.0,1.0,1.0,61.0
clinical_plus_transmural_sparse,d_tm_mean_gap_dct08,Endo–Mid,Change since previous visit: Endo–Mid mean gap DCT08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_sd_gap_dct01,Endo–Mid,Current visit: Endo–Mid sd gap DCT01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_sd_gap_dct01,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_sd_gap_dct02,Endo–Mid,Current visit: Endo–Mid sd gap DCT02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_sd_gap_dct02,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_sd_gap_dct03,Endo–Mid,Current visit: Endo–Mid sd gap DCT03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_sd_gap_dct03,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_sd_gap_dct04,Endo–Mid,Current visit: Endo–Mid sd gap DCT04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_sd_gap_dct04,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5868204192886316,1.0,0.635424245809759,1.0,1.0,1.0,1.0
clinical_plus_transmural_sparse,cur_tm_sd_gap_dct05,Endo–Mid,Current visit: Endo–Mid sd gap DCT05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_sd_gap_dct05,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_sd_gap_dct06,Endo–Mid,Current visit: Endo–Mid sd gap DCT06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20681831479356644,0.8,-0.24746828488184835,1.0,1.0,1.0,7.0
clinical_plus_transmural_sparse,d_tm_sd_gap_dct06,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09776645922450315,0.4,-0.2678906168595078,1.0,1.0,1.0,14.0
clinical_plus_transmural_sparse,cur_tm_sd_gap_dct07,Endo–Mid,Current visit: Endo–Mid sd gap DCT07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011212784392950548,0.06666666666666667,0.016819176589425822,1.0,1.0,1.0,60.0
clinical_plus_transmural_sparse,d_tm_sd_gap_dct07,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_sd_gap_dct08,Endo–Mid,Current visit: Endo–Mid sd gap DCT08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_sd_gap_dct08,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_shape_gap_dct01,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020483015895529113,0.13333333333333333,0.15362261921646836,1.0,1.0,1.0,35.0
clinical_plus_transmural_sparse,d_tm_mean_shape_gap_dct01,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013543003560954723,0.06666666666666667,-0.20314505341432085,1.0,1.0,1.0,39.0
clinical_plus_transmural_sparse,cur_tm_mean_shape_gap_dct02,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_mean_shape_gap_dct02,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007085885945436174,0.06666666666666667,-0.10628828918154261,1.0,1.0,1.0,46.0
clinical_plus_transmural_sparse,cur_tm_mean_shape_gap_dct03,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_mean_shape_gap_dct03,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008067324712645801,0.06666666666666667,0.012100987068968701,1.0,1.0,1.0,63.0
clinical_plus_transmural_sparse,cur_tm_mean_shape_gap_dct04,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944260573297616,0.9333333333333333,-0.41002982231432317,1.0,1.0,1.0,4.0
clinical_plus_transmural_sparse,d_tm_mean_shape_gap_dct04,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_shape_gap_dct05,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063121690791498,0.4,-0.11759334405294508,1.0,1.0,1.0,20.0
clinical_plus_transmural_sparse,d_tm_mean_shape_gap_dct05,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0727401636616384,0.5333333333333333,0.11663937291704594,1.0,1.0,1.0,16.0
clinical_plus_transmural_sparse,cur_tm_mean_shape_gap_dct06,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_mean_shape_gap_dct06,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_shape_gap_dct07,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00905352575047179,0.13333333333333333,-0.06790144312853842,1.0,1.0,1.0,44.0
clinical_plus_transmural_sparse,d_tm_mean_shape_gap_dct07,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_mean_shape_gap_dct08,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_mean_shape_gap_dct08,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,cur_tm_consensus_curve_correlation,Endo–Mid,Current visit: Endo–Mid consensus curve correlation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07643478629012693,0.6,0.12686015605907555,1.0,1.0,1.0,15.0
clinical_plus_transmural_sparse,d_tm_consensus_curve_correlation,Endo–Mid,Change since previous visit: Endo–Mid consensus curve correlation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01109158380050858,0.2,0.05402246038479872,1.0,1.0,1.0,40.0
clinical_plus_transmural_sparse,cur_tm_consensus_phase_lag_fraction,Endo–Mid,Current visit: Endo–Mid consensus phase lag fraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_transmural_sparse,d_tm_consensus_phase_lag_fraction,Endo–Mid,Change since previous visit: Endo–Mid consensus phase lag fraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,66.0
clinical_plus_variability_sparse,history_visits,clinical,Number of visits observed so far,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003944954159682351,0.06666666666666667,-0.05917431239523527,1.0,1.0,1.0,34.0
clinical_plus_variability_sparse,days_since_first,clinical,Days since the baseline visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12046491296714104,0.5333333333333333,-0.18043538494317735,1.0,1.0,1.0,6.0
clinical_plus_variability_sparse,days_since_previous,clinical,Days since the previous visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852240864585969,0.3333333333333333,-0.3786008261344412,1.0,1.0,1.0,7.0
clinical_plus_variability_sparse,has_previous_visit,clinical,Whether a prior visit is available,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028435940371722708,0.26666666666666666,-0.11387812488628041,1.0,1.0,1.0,19.0
clinical_plus_variability_sparse,current_mid_gls,clinical,Current Mid-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,current_endo_gls,clinical,Current Endo-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,current_ef,clinical,Current ejection fraction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,first_mid_gls,clinical,Baseline Mid-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9102260890513314,0.9333333333333333,0.9497305876017692,1.0,1.0,1.0,1.0
clinical_plus_variability_sparse,first_endo_gls,clinical,Baseline Endo-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07725048850796211,0.06666666666666667,1.1587573276194316,1.0,1.0,1.0,9.0
clinical_plus_variability_sparse,first_ef,clinical,Baseline ejection fraction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,current_mid_decline_from_first,clinical,Current relative Mid-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06790679594212054,0.26666666666666666,0.2398513151462489,1.0,1.0,1.0,11.0
clinical_plus_variability_sparse,current_endo_decline_from_first,clinical,Current relative Endo-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02645192629059088,0.3333333333333333,0.0901333896961404,1.0,1.0,1.0,21.0
clinical_plus_variability_sparse,current_ef_decline_from_first,clinical,Current relative EF decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005185800117484647,0.06666666666666667,-0.00777870017622697,1.0,1.0,1.0,41.0
clinical_plus_variability_sparse,last_mid_relative_change,clinical,Most recent relative Mid-GLS change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,last_endo_relative_change,clinical,Most recent relative Endo-GLS change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278268300368342,0.13333333333333333,0.24587012252762566,1.0,1.0,1.0,15.0
clinical_plus_variability_sparse,last_ef_relative_change,clinical,Most recent relative EF change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,mid_decline_slope_per_100d,clinical,Mid-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261766223345062,0.7333333333333333,0.3528729998536475,1.0,1.0,1.0,4.0
clinical_plus_variability_sparse,endo_decline_slope_per_100d,clinical,Endo-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07716264684430826,0.2,0.5348529333269051,1.0,1.0,1.0,10.0
clinical_plus_variability_sparse,ef_decline_slope_per_100d,clinical,EF decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047793198228012874,0.5333333333333333,0.09317661217738211,1.0,1.0,1.0,14.0
clinical_plus_variability_sparse,current_endo_mid_gap,clinical,Current Endo minus Mid GLS gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,last_endo_mid_gap_change,clinical,Change in the Endo–Mid GLS gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026701733405757617,0.2,-0.1086175136325654,1.0,1.0,1.0,20.0
clinical_plus_variability_sparse,current_mid_decline_from_roll2,clinical,Current Mid-GLS decline from prior-2-visit mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018280679350823448,0.06666666666666667,0.2742101902623517,1.0,1.0,1.0,23.0
clinical_plus_variability_sparse,current_endo_decline_from_roll2,clinical,Current Endo-GLS decline from prior-2-visit mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014038318224371212,0.06666666666666667,0.21057477336556818,1.0,1.0,1.0,24.0
clinical_plus_variability_sparse,current_ef_decline_from_roll2,clinical,Current EF decline from prior-2-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,current_mid_decline_from_roll3,clinical,Current Mid-GLS decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,current_endo_decline_from_roll3,clinical,Current Endo-GLS decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,current_ef_decline_from_roll3,clinical,Current EF decline from prior-3-visit mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_peak_abs_robust_sd,variability,"Current visit, Endo: robust dispersion of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_peak_abs_robust_sd,variability,"Change since previous visit, Endo: robust dispersion of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010267370455837315,0.06666666666666667,-0.15401055683755974,1.0,1.0,1.0,28.0
clinical_plus_variability_sparse,cur_var__endo_peak_abs_cv,variability,"Current visit, Endo: coefficient of variation of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_peak_abs_cv,variability,"Change since previous visit, Endo: coefficient of variation of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013113506221728743,0.2,0.06486784592164396,1.0,1.0,1.0,26.0
clinical_plus_variability_sparse,cur_var__endo_time_to_peak_norm_circular_std,variability,"Current visit, Endo: circular dispersion of time to peak",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,d_var__endo_time_to_peak_norm_circular_std,variability,"Change since previous visit, Endo: circular dispersion of time to peak",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_vendor_peak_systolic_abs_robust_sd,variability,"Current visit, Endo: vendor peak-systolic amplitude dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5635627990244763,0.9333333333333333,-0.5952081577754675,1.0,1.0,1.0,2.0
clinical_plus_variability_sparse,d_var__endo_vendor_peak_systolic_abs_robust_sd,variability,"Change since previous visit, Endo: vendor peak-systolic amplitude dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
clinical_plus_variability_sparse,cur_var__endo_vendor_time_to_peak_norm_circular_std,variability,"Current visit, Endo: vendor time-to-peak dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,42.0
