split,seed_index,shapelet_index,importance_abs_standardized_coefficient_sum,coef_minimum_distance,coef_best_match_location,coef_shapelet_occurrence,startpoint,length_points,dilation,effective_span,normalized,threshold,source_class,dominant_inputs
3,0,98,0.0607784917965547,0.012056342046537907,-0.025921063876295045,-0.022801085873721743,27,11,3,31,True,1045.3610515423077,0,S03:change_endo;S03:change_mid;S03:current_mid;S09:change_mid;S03:current_endo
14,0,200,0.06077820358137502,0.035265621756444744,0.020273061693731456,-0.00523952013119882,55,11,1,11,True,1055.8714216890276,0,S06:current_endo_minus_mid;S03:change_endo;S03:change_mid;S16:current_endo;S10:change_endo
2,2,996,0.06077808526722547,0.004938444895036838,0.0465887748621807,0.009250865510007936,7,11,2,21,True,830.4776462976732,0,S14:change_mid;S14:change_endo;S11:change_endo_minus_mid;S01:change_endo;S01:change_mid
7,1,391,0.06077592168961088,-0.014166652976300204,0.03691489726444922,0.009694371448861457,53,11,1,11,False,14540.43869542786,0,S05:current_endo;S05:current_mid;S10:current_endo;S16:current_endo;S15:current_endo
7,2,663,0.060775852739654246,0.035484157566632965,0.0014813916923717787,-0.023810303480649508,2,11,1,11,False,10469.747722973725,0,S01:change_endo;S01:change_mid;S07:change_mid;S07:change_endo;S04:current_endo
3,0,1145,0.06077558679228962,-0.036272749894031155,-0.005046598953497691,0.019456237944760778,2,11,8,81,True,876.2032499297923,1,S11:current_endo_minus_mid;S17:current_endo;S17:current_mid;S18:current_mid;S02:change_endo
0,2,1094,0.06077445227783214,-0.005229034565293474,0.008629150882831237,0.046916266829707426,21,11,6,61,True,1041.8034799747593,0,S04:change_endo;S04:change_mid;S01:current_endo_minus_mid;S11:current_mid;S11:current_endo
0,0,362,0.06077427802602869,-0.004038582727133272,0.033739186632561605,0.022996508666333813,21,11,1,11,True,690.0775409861872,1,S05:current_mid;S17:current_endo_minus_mid;S05:current_endo;S15:current_endo_minus_mid;S11:current_mid
14,2,333,0.060768161416723525,-0.00014901268882494567,0.04253825815347406,-0.018080890574424517,72,11,2,21,True,1053.742171305532,0,S10:change_endo_minus_mid;S07:change_endo_minus_mid;S18:change_endo;S05:change_endo_minus_mid;S18:change_mid
2,1,918,0.060766146378859076,-0.022366281685709134,-0.010023142427286896,0.028376722265863043,62,11,3,31,True,945.2579785264455,0,S18:change_endo_minus_mid;S01:current_mid;S01:current_endo;S13:change_mid;S04:change_endo
14,0,1145,0.0607643665518449,0.011801891469013172,-0.03939401963606057,0.009568455446771167,8,11,7,71,True,872.9645620098546,0,S11:change_endo;S11:change_mid;S16:change_endo;S16:change_mid;S18:current_mid
1,2,16,0.06076312048442494,0.001866573548314136,-0.04771535296612701,-0.011181193969983802,56,11,1,11,True,842.0257662157911,0,S08:change_endo;S03:change_endo_minus_mid;S09:change_endo_minus_mid;S04:current_endo_minus_mid;S01:change_endo
4,1,1002,0.06076231391812301,0.030868729165146793,0.027728990862942962,-0.002164593890033255,77,11,1,11,False,5492.925547272993,0,S05:current_endo;S05:current_mid;S01:current_endo;S08:current_endo;S04:current_endo
13,0,791,0.06076146509244079,0.008733300776842933,-0.028316045614344434,-0.023712118701253417,45,11,3,31,True,932.4120634070737,0,S09:current_endo;S09:current_mid;S06:current_endo;S02:current_mid;S07:current_endo
0,1,1193,0.06076088351851526,-0.009446764975400783,-0.04203338457632473,0.009280733966789741,53,11,1,11,True,882.8288694583885,0,S03:change_endo;S08:current_mid;S17:current_mid;S03:change_mid;S10:change_mid
11,2,604,0.06075897821442708,0.001464111179760119,0.03419592927482705,0.025098937759839908,13,11,8,81,False,7768.083867549386,0,S01:current_endo;S15:current_endo;S16:current_endo;S01:current_mid;S07:current_endo
9,0,698,0.060757424728081974,-0.013664694798453864,0.010338638329163298,-0.03675409160046481,31,11,5,51,False,7223.09265915708,1,S02:current_endo;S09:current_endo;S02:current_mid;S06:current_endo;S05:current_endo
9,2,1025,0.06075572862685191,-0.0023145633304253815,-0.057691886045551505,0.0007492792508750276,69,11,1,11,True,1015.7084145569194,0,S12:change_endo_minus_mid;S17:current_endo;S18:change_endo_minus_mid;S12:current_endo;S17:current_mid
7,1,143,0.06075248286486565,-0.0038420134815250234,-0.05389536080921719,0.0030151085741234314,45,11,1,11,False,11122.878966062755,0,S13:current_endo;S13:current_mid;S09:current_endo;S16:current_endo;S08:current_endo
8,1,102,0.06075144560842402,-0.004761802788127263,-0.018514273150319057,0.0374753696699777,69,11,2,21,True,1083.6952850828661,0,S11:change_mid;S13:change_mid;S13:change_endo;S18:change_endo_minus_mid;S11:change_endo
4,0,674,0.06075076917898158,-0.012219926204387,0.04018240432421685,0.00834843865037773,21,11,2,21,False,18698.212641145252,0,S18:current_endo;S15:current_endo;S17:current_endo;S13:current_endo;S18:current_mid
11,2,89,0.06074635378324073,-0.0093291510253694,0.012571741520792719,0.03884546123707861,13,11,1,11,True,774.6026920186937,0,S12:change_mid;S12:change_endo;S14:change_endo_minus_mid;S06:change_mid;S06:change_endo
9,0,725,0.06074619087804167,0.01856489815257974,0.018326574226264086,0.023854718499197847,11,11,7,71,True,1003.6624511286858,0,S05:change_endo;S05:change_mid;S08:change_endo_minus_mid;S09:change_mid;S02:change_mid
6,2,400,0.06074507936566602,0.01585729442428744,0.008833021680845843,-0.03605476326053274,36,11,1,11,True,955.8414242656909,0,S12:current_endo_minus_mid;S03:current_endo_minus_mid;S07:current_endo_minus_mid;S13:current_mid;S10:current_endo
10,0,816,0.060742333461554346,0.021976584648230504,0.017543513339111846,0.02122223547421199,76,11,1,11,False,9438.016471737283,0,S15:current_endo;S15:current_mid;S09:current_endo;S08:current_endo;S16:current_endo
7,2,1042,0.060741056134070215,0.014589000406648128,-0.006205370119212633,-0.03994668560820946,5,11,1,11,False,11374.125285309314,0,S04:change_endo;S04:change_mid;S01:change_endo;S02:change_mid;S01:change_mid
12,2,1137,0.0607396815526141,-0.030679863248136045,0.00671629271221718,0.023343525592260866,63,11,1,11,False,18525.967524702275,0,S01:current_endo;S10:current_endo;S01:current_mid;S15:current_endo;S05:current_endo
5,0,943,0.06073597646351303,0.005544610950900727,0.03910343667539419,-0.01608792883721812,44,11,1,11,True,1109.5485516714355,0,S11:current_mid;S08:change_endo_minus_mid;S12:change_endo;S12:current_mid;S08:current_endo_minus_mid
8,0,590,0.06073594637909552,-0.017505311766499398,-0.030640890379436812,0.012589744233159315,27,11,2,21,True,945.4671811446551,1,S11:change_endo;S11:change_mid;S01:change_endo_minus_mid;S08:change_endo;S17:change_endo
12,0,213,0.06073049269503374,0.020894351601391647,0.01897154326262787,-0.02086459783101422,3,11,6,61,True,1071.8920396867259,0,S07:change_mid;S11:change_mid;S08:current_mid;S11:change_endo;S08:current_endo
12,2,893,0.06073017725994442,0.019598176805473586,-0.02967359594079799,-0.011458404513672842,1,11,6,61,True,887.5262353723963,0,S05:change_endo_minus_mid;S06:current_mid;S06:current_endo;S03:current_endo_minus_mid;S14:change_mid
0,1,958,0.06072906580974173,0.029349247987377824,-0.00489428734713779,-0.02648553047522612,21,11,3,31,True,818.7047033616024,0,S14:change_endo_minus_mid;S16:change_mid;S10:change_mid;S10:change_endo;S06:change_mid
9,1,605,0.060725587408506185,0.02502273576874611,0.022829763885984122,0.012873087753775946,25,11,1,11,True,826.0125831951885,0,S15:change_endo_minus_mid;S15:change_endo;S15:change_mid;S03:change_mid;S03:change_endo
6,0,636,0.06072450889034631,0.013765836845281161,-0.02502125366408935,0.02193741838097579,65,11,1,11,False,7628.1371526572575,0,S08:current_endo;S06:current_endo;S08:current_mid;S06:current_mid;S04:current_endo
14,0,791,0.060722735798896865,-0.018145190768115375,0.020521208735603938,-0.022056336295177552,31,11,1,11,False,12760.970986696622,0,S08:current_mid;S08:current_endo;S05:current_mid;S05:current_endo;S02:current_endo
5,0,756,0.06072112371277544,-0.018721839402651808,0.011304255233196883,-0.030695029076926745,85,11,1,11,True,929.6070421785485,1,S05:current_endo_minus_mid;S06:current_mid;S07:current_endo_minus_mid;S08:current_mid;S06:current_endo
6,0,892,0.06071987324063883,0.0029469566774950485,0.010094316460209887,-0.04767860010293389,24,11,7,71,True,837.5620124784764,0,S13:current_mid;S13:current_endo;S17:current_mid;S17:current_endo;S14:current_mid
0,0,1190,0.060719134224323706,0.010913235942079338,0.019449335881429244,-0.030356562400815124,9,11,8,81,True,952.8187484626068,0,S03:change_endo;S03:change_mid;S04:change_endo_minus_mid;S07:change_endo_minus_mid;S15:current_endo_minus_mid
11,0,1062,0.060718672288610345,-0.036087227527027366,0.024035604905794126,0.0005958398557888538,14,11,8,81,True,1064.9388901307216,1,S06:change_mid;S06:change_endo;S08:change_endo;S08:change_mid;S15:change_endo
14,1,342,0.06071588386065781,-0.008994172442043143,-0.02877835064233499,0.02294336077627968,43,11,2,21,False,23354.187030014637,0,S14:current_endo;S17:current_endo;S15:current_endo;S05:current_endo;S17:current_mid
14,0,449,0.060715134462195064,0.005711469519531464,-0.0021827753422681037,0.0528208896003955,7,11,1,11,True,888.3583625513426,0,S03:current_mid;S03:current_endo;S08:current_mid;S08:current_endo;S10:current_mid
6,0,629,0.06071294199730329,-0.02188464153059709,0.014698123071698684,0.024130177395007512,65,11,3,31,True,1121.3739447231699,0,S05:change_endo_minus_mid;S02:change_endo_minus_mid;S11:change_mid;S11:change_endo;S04:current_mid
0,1,328,0.060712694172006365,0.019001513989411946,0.022943761982594135,-0.018767418200000285,60,11,3,31,False,11125.554942040908,0,S04:current_endo;S04:current_mid;S06:change_endo;S06:change_mid;S05:current_endo
13,2,772,0.060710640356069455,0.02102257428539307,-0.010127929870553685,-0.0295601362001227,8,11,7,71,True,874.7504488163448,0,S12:current_mid;S12:current_endo;S04:change_endo_minus_mid;S13:current_mid;S11:current_mid
9,2,1106,0.060709951459243926,0.012977456219584233,-0.024060358937079765,-0.02367213630257993,3,11,2,21,True,861.1275369349805,0,S16:change_endo;S16:change_mid;S02:current_mid;S02:current_endo;S04:change_endo
8,2,63,0.06070794586864732,-0.008324010423808632,0.00955850024962011,0.04282543519521858,28,11,4,41,True,884.5476741388301,1,S04:current_endo;S04:current_mid;S01:current_mid;S16:current_mid;S05:current_endo
13,2,173,0.06070642233316926,0.01606533547025078,0.02928292002089703,-0.015358166842021454,30,11,5,51,True,924.2412542678653,0,S17:current_mid;S05:current_mid;S08:current_mid;S15:current_mid;S05:current_endo
6,2,501,0.060705594967552554,0.004794687731468885,-0.038872333764735874,-0.017038573471347792,22,11,2,21,True,847.7607003552044,0,S08:change_endo;S18:change_mid;S02:change_endo;S02:change_mid;S07:change_mid
9,2,11,0.06070342835090754,0.03261110236477252,-0.009631037315862382,0.01846128867027264,5,11,2,21,True,750.0462817501242,0,S06:current_mid;S15:change_mid;S16:change_endo;S09:change_mid;S06:current_endo
5,0,961,0.06070138022688083,0.0039162865706969694,0.00525281025285176,0.0515322834033321,14,11,7,71,True,1027.804057184363,0,S15:current_endo_minus_mid;S18:current_mid;S10:current_endo;S18:current_endo;S10:current_mid
5,2,730,0.06069975138939923,0.04095390287471942,-0.016303156289693116,-0.0034426922249866897,15,11,2,21,False,14029.253912733733,0,S15:current_endo;S13:current_endo;S14:change_endo;S15:current_mid;S13:current_mid
11,2,104,0.06069908501055781,-0.011457893802961286,0.01161654024579831,0.03762465096179821,32,11,5,51,True,910.0542171002475,1,S06:current_endo_minus_mid;S12:current_endo_minus_mid;S16:current_endo;S16:current_mid;S06:current_endo
7,0,1108,0.06069355670360886,0.01986967168407359,0.01845001224909733,0.02237387277043794,62,11,2,21,True,920.1445939042651,0,S13:change_endo_minus_mid;S13:change_mid;S09:change_endo_minus_mid;S13:change_endo;S12:change_endo_minus_mid
0,0,618,0.06069054575026275,0.004002830015872716,0.033724367118626204,0.022963348615763827,81,11,1,11,True,693.6611434723239,0,S18:change_endo_minus_mid;S18:change_mid;S18:change_endo;S17:change_mid;S17:change_endo
0,2,325,0.06068889347636218,-0.003918096970185632,0.027510775701816762,-0.029260020804359785,7,11,6,61,True,944.9840466855244,1,S07:current_mid;S07:current_endo;S17:current_mid;S15:current_mid;S17:current_endo
13,1,584,0.0606884341828013,0.026742147335817805,0.006016124916798723,-0.027930161930184775,14,11,5,51,True,1020.7036227566649,0,S06:current_endo_minus_mid;S06:change_mid;S09:current_endo_minus_mid;S05:current_mid;S17:current_mid
2,2,1064,0.06068782418929647,0.00570782983323525,0.01747226021784056,0.03750773413822066,4,11,8,81,True,930.45070405212,0,S18:current_endo;S14:current_endo_minus_mid;S09:current_mid;S18:current_mid;S15:current_endo_minus_mid
8,0,1105,0.060686358904512225,0.0023851676625582887,0.03272945593746522,0.02557173530448872,43,11,1,11,True,960.5981953824117,0,S05:current_mid;S13:current_endo_minus_mid;S03:current_mid;S03:current_endo;S07:current_mid
10,2,1173,0.06068520606527893,0.00682324063215908,0.005678276646090997,-0.04818368878702885,19,11,5,51,True,895.5988139482903,0,S04:current_endo_minus_mid;S07:current_endo_minus_mid;S10:current_endo_minus_mid;S14:current_mid;S18:current_endo_minus_mid
10,2,618,0.06068361804150962,0.04903899523849516,0.0026814468654322832,-0.008963175937582168,4,11,1,11,True,1090.968912982573,0,S02:change_endo;S02:change_endo_minus_mid;S12:change_endo_minus_mid;S02:change_mid;S03:change_endo_minus_mid
6,0,327,0.06068053819535422,-0.026744440770408193,-0.025986102185281662,0.007949995239664364,35,11,1,11,True,885.5009063920836,1,S17:current_endo_minus_mid;S16:current_endo_minus_mid;S08:current_mid;S11:current_mid;S14:current_endo_minus_mid
3,1,999,0.0606788975986937,-0.01579836163877653,-0.0029302834806530943,0.04195025247926408,54,11,2,21,False,18155.53918330038,0,S01:current_endo;S15:current_endo;S05:current_endo;S01:current_mid;S10:current_endo
2,2,855,0.06067666944132025,-0.005553014315540611,0.0240089653444041,-0.031114689781375538,5,11,2,21,True,831.237954124637,0,S05:change_endo;S05:change_mid;S05:change_endo_minus_mid;S01:change_endo_minus_mid;S05:current_mid
5,2,880,0.0606734494122996,0.04367015332142834,-0.0015754511370182267,-0.015427844953853031,12,11,1,11,True,851.0448899981344,0,S04:change_mid;S04:change_endo;S17:change_endo;S17:change_mid;S14:change_mid
4,0,57,0.06067282703295197,-0.0042509077405061355,-0.013733757483331189,0.042688161809114646,61,11,3,31,True,982.1778815206487,0,S18:current_endo;S03:current_mid;S18:current_mid;S18:change_endo_minus_mid;S17:change_endo
12,2,952,0.06067231830547369,0.002494264751799386,-0.012114476252508248,-0.04606357730116606,5,11,4,41,False,16727.48933282225,0,S15:current_endo;S15:current_mid;S13:current_endo;S16:current_endo;S08:current_endo
7,1,242,0.06066999176731462,0.007366569566246339,-0.027418287177108064,0.025885135023960223,15,11,3,31,True,695.0298185247747,0,S02:current_endo;S02:current_mid;S05:change_mid;S15:change_endo_minus_mid;S05:change_endo
0,1,840,0.06066922588689645,0.016046148894807887,0.014541939699633724,0.03008113729245484,81,11,1,11,True,907.8216585028449,0,S01:change_mid;S01:change_endo;S13:change_endo_minus_mid;S16:change_endo_minus_mid;S16:change_mid
3,0,453,0.06066895679946165,-0.042402325140323424,0.0004364468557268314,0.0178301848034114,8,11,3,31,True,714.5462485614394,1,S06:current_mid;S06:current_endo;S11:change_endo;S11:change_mid;S05:current_mid
14,2,1185,0.06066648728956353,0.004587982497371833,-0.039030793021614635,-0.017047711770577057,35,11,3,31,True,1036.5906111233185,0,S01:change_endo_minus_mid;S18:change_endo_minus_mid;S16:change_mid;S18:change_endo;S02:current_mid
14,0,1111,0.060666294523941434,0.00983591576543019,0.030040254137321636,-0.020790124621189607,77,11,1,11,True,1097.3776181032224,0,S03:current_endo_minus_mid;S09:current_endo_minus_mid;S12:current_endo_minus_mid;S03:current_mid;S03:current_endo
13,0,21,0.060665229037253826,-0.03157276336697186,0.026668769289935126,-0.0024236963803468434,5,11,8,81,True,1007.3355106759726,1,S07:change_mid;S07:change_endo;S17:change_endo;S17:change_mid;S10:change_mid
2,1,52,0.06066108876888216,-0.016678580929462106,0.029841820784312675,0.014140687055107381,53,11,2,21,True,1033.3361256930411,1,S11:current_mid;S11:current_endo;S15:current_endo;S15:current_mid;S07:current_endo_minus_mid
2,0,169,0.06066027150851079,0.019069003337978133,-0.018642474119890024,-0.022948794050642637,66,11,1,11,True,1110.0887910976694,0,S04:change_mid;S04:change_endo;S03:change_endo;S10:change_mid;S10:change_endo
14,0,706,0.06065564670761123,0.009456632902561523,0.017457214516152904,-0.0337417992888968,49,11,2,21,True,858.9136722218653,0,S08:change_mid;S14:change_endo_minus_mid;S08:change_endo;S02:current_mid;S10:current_mid
7,1,750,0.06065177406052611,0.017293309742330034,-0.03424917508314411,0.009109289235051964,24,11,2,21,True,738.5210462846175,0,S08:change_endo_minus_mid;S03:change_endo;S03:change_mid;S01:change_endo_minus_mid;S07:change_endo_minus_mid
12,0,340,0.06065086871447528,0.011787361749815995,-0.03517515754126947,0.013688349423389813,18,11,1,11,True,788.6524265460218,0,S03:change_endo;S07:change_endo;S07:change_mid;S05:change_mid;S05:change_endo
1,1,179,0.06064963106016463,0.009377515828070952,0.022987149141574896,-0.028284966090518785,0,11,6,61,True,881.7658689766458,0,S09:current_endo_minus_mid;S12:current_endo_minus_mid;S14:change_mid;S06:current_mid;S06:current_endo
2,1,71,0.060646441771754156,0.022403299737775766,-0.02187815855748582,-0.01636498347649257,10,11,1,11,True,810.618348347881,0,S03:current_mid;S01:change_mid;S03:current_endo;S04:change_endo;S01:change_endo
2,1,1013,0.060645768212702914,-0.019322004276566773,0.002119494477002317,-0.03920426945913383,24,11,5,51,True,881.5576447260755,1,S03:current_mid;S14:change_endo_minus_mid;S03:current_endo;S02:change_endo_minus_mid;S09:change_endo
3,0,372,0.06064318940241629,-0.018467005290157094,0.02642399181188462,0.015752192300374578,20,11,6,61,False,19281.781723348773,1,S16:current_endo;S16:current_mid;S15:current_endo;S13:current_endo;S08:current_endo
1,0,35,0.060643092448108574,-0.0074093768450474206,0.045159056701460754,-0.008074658901600397,63,11,3,31,True,939.4097626617662,0,S14:current_mid;S15:current_mid;S15:current_endo;S14:current_endo;S18:current_mid
6,1,418,0.06063946508809746,-0.028239178252386074,0.01489791034583641,0.017502376489874977,3,11,8,81,True,929.8166199222494,1,S14:current_mid;S17:change_endo_minus_mid;S02:change_mid;S14:change_endo_minus_mid;S14:current_endo
9,0,1027,0.06063528148654504,0.023128647764058256,-0.006924101760118097,-0.03058253196236869,37,11,3,31,True,1009.2867627370772,0,S05:change_endo_minus_mid;S10:change_mid;S11:current_mid;S15:change_endo_minus_mid;S08:change_endo_minus_mid
2,1,137,0.06063495095211998,-0.011902011965105017,0.01964437633442321,0.02908856265259175,30,11,6,61,True,820.9352584302703,1,S11:current_mid;S11:current_endo;S16:current_endo_minus_mid;S10:current_endo_minus_mid;S07:current_mid
11,1,934,0.06063182129486132,0.001466047690954099,-0.02587740533925612,0.033288368264651105,0,11,5,51,True,974.149074111504,0,S16:current_mid;S16:current_endo;S13:current_mid;S13:current_endo;S16:current_endo_minus_mid
4,2,142,0.06062941402731893,0.0011809556807699996,0.019255645706757436,-0.0401928126397915,17,11,4,41,True,834.6818762013456,0,S07:current_mid;S07:current_endo;S01:current_endo_minus_mid;S16:current_mid;S18:current_mid
3,1,170,0.0606266128155514,0.027747234277900386,-0.023903701945166736,-0.008975676592484275,55,11,3,31,True,949.2498529819961,0,S10:current_mid;S10:current_endo;S07:current_endo;S01:current_endo;S01:current_mid
4,0,84,0.060625481826920825,0.009702806601463512,-0.04122122658511566,-0.009701448640341658,1,11,2,21,True,781.1306445600397,0,S18:change_endo;S18:change_mid;S04:current_mid;S05:change_endo_minus_mid;S04:current_endo
2,0,545,0.060625200869684606,-0.0006358534285954157,0.014818875886575936,0.04517047155451326,14,11,2,21,True,777.5117392325222,0,S06:current_mid;S05:current_mid;S05:current_endo;S06:current_endo;S03:current_endo_minus_mid
4,1,194,0.060621909757649105,-0.03657497721914434,0.018286284953671246,-0.005760647584833518,65,11,2,21,True,1013.1593669497441,1,S02:change_mid;S07:current_mid;S07:current_endo;S11:current_endo;S11:current_mid
3,0,249,0.060621219448998134,-0.046722664383951645,-0.002543087976612523,-0.01135546708843396,21,11,6,61,True,935.9910353402968,1,S07:change_endo_minus_mid;S18:change_mid;S02:change_endo_minus_mid;S13:change_endo;S14:change_mid
7,0,656,0.06062052109253255,0.019446868257577618,0.033662746269982606,-0.007510906564972323,38,11,1,11,True,1139.2690155966422,0,S12:current_endo_minus_mid;S08:change_endo_minus_mid;S15:change_mid;S18:change_endo_minus_mid;S11:change_mid
13,0,402,0.060616986510941204,-0.0033228069268829825,0.03213293829853008,-0.02516124128552814,55,11,1,11,True,900.0311708987475,0,S18:change_endo;S18:change_mid;S15:change_mid;S12:change_endo;S15:change_endo
13,2,1039,0.060611897540839094,-0.001057362418830651,-0.019670364809376804,0.03988417031263164,26,11,1,11,True,747.3936812088895,0,S04:change_endo;S14:change_endo;S01:change_endo;S11:change_mid;S11:change_endo
12,1,1006,0.060602783047855054,0.015872865832333594,0.02172033185072549,0.02300958536479597,66,11,1,11,True,1054.0073010745957,0,S08:current_mid;S01:current_endo_minus_mid;S07:current_endo_minus_mid;S10:current_endo_minus_mid;S09:current_endo
10,1,1074,0.06060122320896156,0.013994121672247513,0.00813229559756924,-0.038474805939144804,16,11,4,41,True,697.4061893929911,0,S17:current_mid;S17:change_mid;S17:change_endo;S14:change_endo_minus_mid;S13:change_mid
7,2,1164,0.060592010037857906,0.021555935129809523,0.035369243421073816,0.0036668314869745698,63,11,2,21,False,12105.367980884606,0,S09:current_endo;S09:current_mid;S05:current_endo;S05:current_mid;S16:current_mid
7,0,465,0.060591309575405705,-0.013481513184911139,0.011090198135152513,-0.03601959825534205,64,11,1,11,True,1161.049253239129,1,S09:current_mid;S09:current_endo;S02:current_mid;S02:current_endo;S18:current_endo
14,0,662,0.0605888172259479,-0.02541396246472271,0.018384810644201003,0.016790044117024186,4,11,7,71,True,813.6792888747209,1,S10:change_mid;S14:change_endo_minus_mid;S07:change_endo_minus_mid;S18:change_mid;S10:change_endo
1,0,796,0.060588470884647166,0.02387183817149782,-0.013931265192409576,-0.022785367520739775,18,11,3,31,True,924.5909126235905,0,S02:change_mid;S03:change_endo_minus_mid;S02:change_endo;S04:change_endo_minus_mid;S07:change_endo_minus_mid
4,0,884,0.0605884553268389,0.005003641711720153,-0.027473501137537753,-0.028111312477580995,15,11,2,21,False,12794.78548636743,0,S18:current_endo;S11:current_endo;S01:current_endo;S09:current_endo;S17:current_endo
3,1,288,0.06058718143603224,0.001113874986677512,-0.017270957086231203,-0.04220234936312353,4,11,5,51,True,891.9078438344818,0,S06:change_endo;S01:change_mid;S18:change_mid;S14:change_endo_minus_mid;S05:current_mid
5,0,539,0.060586761411179496,0.014574547111921746,0.03428622330318183,0.011725990996075925,75,11,1,11,True,1175.4532479918842,0,S08:change_endo;S08:change_mid;S10:current_mid;S10:change_mid;S10:change_endo
6,1,749,0.06058631804808008,0.013686562434034147,0.024619430758816993,-0.022280324855228944,60,11,3,31,True,945.0835706562436,0,S15:current_mid;S10:change_mid;S15:current_endo;S09:change_mid;S15:change_endo_minus_mid
10,1,441,0.060584627461643226,-0.006666762282342889,0.017882125689305254,-0.03603573948999508,37,11,3,31,False,16876.69788247758,0,S01:current_endo;S04:current_endo;S01:current_mid;S06:current_endo;S10:current_endo
8,2,53,0.06058365843463872,0.012063962471968072,-0.03932171456046091,-0.009197981402209737,7,11,2,21,True,701.4142324865564,0,S03:change_endo;S11:current_mid;S03:change_mid;S17:change_endo;S17:change_mid
7,2,1036,0.06057989237102101,0.009526438194233936,0.021905354541250872,-0.029148099635536197,28,11,1,11,True,922.4540816491846,0,S14:change_endo;S11:change_mid;S11:change_endo;S13:change_endo_minus_mid;S04:change_endo_minus_mid
3,0,863,0.06057954270672336,0.016907041570548807,0.03623377096208979,-0.0074387301740847685,7,11,3,31,True,845.1918297118594,0,S06:change_mid;S06:change_endo;S13:change_endo;S04:change_endo_minus_mid;S04:current_mid
5,2,433,0.06057952228130019,0.0025567560149931524,-0.030140278390422832,-0.0278824878758842,37,11,4,41,True,941.4902073740817,0,S15:current_endo_minus_mid;S15:current_endo;S15:current_mid;S18:current_endo_minus_mid;S17:current_mid
8,1,901,0.060577920053364286,0.011686748276218068,0.04772915619546813,-0.0011620155816780867,1,11,2,21,True,917.6373054182784,0,S04:change_endo;S04:change_endo_minus_mid;S04:change_mid;S07:change_endo;S07:change_mid
0,2,48,0.06057689839273554,0.012437657849639811,0.009815206973041434,0.038324033570054296,59,11,1,11,True,963.5662292833977,0,S12:current_endo_minus_mid;S18:change_endo_minus_mid;S10:current_endo;S12:change_mid;S16:change_endo
11,1,1187,0.06057533711225268,0.013817014317128482,0.014425819207672368,-0.03233250358745183,17,11,7,71,True,1001.6973543720471,0,S07:change_endo_minus_mid;S01:change_endo_minus_mid;S09:change_endo_minus_mid;S06:change_endo;S12:current_mid
8,2,373,0.06057412421928211,0.03211737289638017,0.012398089147607068,-0.016058662175294877,41,11,3,31,True,1097.4260526713408,0,S06:change_endo;S06:change_mid;S17:change_mid;S11:change_endo_minus_mid;S17:change_endo
7,1,204,0.06056920851268001,-0.0013465222670205632,-0.025948007521287907,0.03327467872437154,11,11,8,81,True,977.7184165828309,0,S15:change_mid;S07:change_mid;S16:current_endo_minus_mid;S13:current_endo_minus_mid;S13:change_endo_minus_mid
10,0,1069,0.06056902300611948,0.01456429306397986,0.04288711985498206,0.0031176100871575605,32,11,4,41,True,839.2507398218189,0,S06:current_endo;S06:current_mid;S18:current_endo;S12:current_endo_minus_mid;S18:current_mid
5,1,978,0.06056874114101912,-0.02116426926175503,0.005368363997284237,0.03403610788197985,12,11,7,71,False,15355.778012139155,1,S15:current_endo;S16:current_endo;S18:current_endo;S13:current_endo;S18:current_mid
5,2,288,0.060566612186845586,-0.00215218428053221,0.03545720897699862,0.022957218929314762,7,11,4,41,True,719.572949734813,1,S07:current_endo_minus_mid;S11:current_mid;S11:current_endo;S12:current_endo;S12:current_mid
14,2,676,0.06056574024105853,-0.04450595775839167,-0.013950423794868005,-0.002109358687798849,14,11,2,21,True,769.3081173452465,1,S10:change_endo;S10:change_mid;S07:current_mid;S07:current_endo;S03:change_endo_minus_mid
13,2,353,0.06056129310085314,-0.03864713511019162,-0.019912840351344163,0.002001317639317361,25,11,7,71,True,945.1318999772793,1,S17:current_mid;S17:current_endo;S11:current_endo_minus_mid;S13:current_endo_minus_mid;S18:current_mid
11,2,1121,0.06056117402977183,-0.0018973450971120776,0.03707700242253585,-0.02158682651012391,22,11,7,71,True,973.2660359312054,0,S09:change_mid;S09:change_endo;S11:change_endo_minus_mid;S15:change_endo_minus_mid;S10:change_endo_minus_mid
12,1,585,0.060560326100231474,-0.03482296216446162,0.018638234316990333,0.007099129618779523,44,11,1,11,True,1022.2847031569296,1,S09:current_endo;S09:current_mid;S15:current_mid;S17:current_endo_minus_mid;S14:current_endo_minus_mid
11,0,1116,0.06055897303464578,-0.005265845385388114,0.007923798783084714,0.047369328866172955,1,11,4,41,True,767.9107935205944,1,S08:current_endo_minus_mid;S14:current_endo_minus_mid;S17:current_mid;S02:current_endo;S02:current_mid
3,0,881,0.06055696709819065,-0.02370649573377845,-0.015282915310444048,-0.02156755605396816,60,11,3,31,False,10860.318271138109,1,S01:current_endo;S01:current_mid;S16:current_endo;S09:current_endo;S16:current_mid
5,0,767,0.06055659100104329,-0.008151273177396353,-0.020595735477213203,-0.03180958234643373,0,11,3,31,True,932.4782627465282,0,S03:change_endo_minus_mid;S08:change_mid;S12:current_endo;S17:current_mid;S12:current_mid
