split,transition_index,segment,attention_weight
0,67,8,0.08076667040586472
0,67,9,0.061399057507514954
0,67,10,0.04495890811085701
0,67,11,0.04686986654996872
0,67,12,0.04495890811085701
0,67,13,0.06712159514427185
0,67,14,0.05152677372097969
0,67,15,0.07169520109891891
0,67,16,0.08175863325595856
0,67,17,0.049395788460969925
0,67,18,0.04526729881763458
0,68,1,0.05330851301550865
0,68,2,0.04580919072031975
0,68,3,0.034338828176259995
0,68,4,0.05198470875620842
0,68,5,0.062339186668395996
0,68,6,0.03936966136097908
0,68,7,0.05222640931606293
0,68,8,0.08376375585794449
0,68,9,0.05716376751661301
0,68,10,0.042999621480703354
0,68,11,0.05528341978788376
0,68,12,0.04105745255947113
0,68,13,0.07154206186532974
0,68,14,0.04689552262425423
0,68,15,0.07136761397123337
0,68,16,0.08778365701436996
0,68,17,0.05655299499630928
0,68,18,0.04621358588337898
0,69,1,0.06060953810811043
0,69,2,0.04284241050481796
0,69,3,0.038430098444223404
0,69,4,0.045217469334602356
0,69,5,0.0851399153470993
0,69,6,0.0396457314491272
0,69,7,0.05023480951786041
0,69,8,0.0778241828083992
0,69,9,0.061458878219127655
0,69,10,0.04382627457380295
0,69,11,0.04722004383802414
0,69,12,0.04184230417013168
0,69,13,0.06650158017873764
0,69,14,0.049083102494478226
0,69,15,0.07389864325523376
0,69,16,0.08203833550214767
0,69,17,0.047607824206352234
0,69,18,0.04657885059714317
0,91,1,0.058874841779470444
0,91,2,0.03492692485451698
0,91,3,0.036827195435762405
0,91,4,0.04801706224679947
0,91,5,0.07759763300418854
0,91,6,0.050003036856651306
0,91,7,0.04925786703824997
0,91,8,0.07422517240047455
0,91,9,0.06262605637311935
0,91,10,0.041819922626018524
0,91,11,0.04649430513381958
0,91,12,0.04425699636340141
0,91,13,0.07089535146951675
0,91,14,0.050518400967121124
0,91,15,0.06417382508516312
0,91,16,0.09152168035507202
0,91,17,0.04524020105600357
0,91,18,0.05272355303168297
0,97,1,0.043213438242673874
0,97,2,0.04869750887155533
0,97,3,0.03451063483953476
0,97,4,0.05519498139619827
0,97,5,0.06941618025302887
0,97,6,0.03458232805132866
0,97,7,0.04985233396291733
0,97,8,0.08500896394252777
0,97,9,0.058941520750522614
0,97,10,0.03633498772978783
0,97,11,0.049428168684244156
0,97,12,0.04557150602340698
0,97,13,0.0774015486240387
0,97,14,0.04584770277142525
0,97,15,0.07601573318243027
0,97,16,0.09272803366184235
0,97,17,0.04780810326337814
0,97,18,0.04944627359509468
0,98,1,0.04889610409736633
0,98,2,0.04506445303559303
0,98,3,0.04233800992369652
0,98,4,0.0461106039583683
0,98,5,0.06684936583042145
0,98,6,0.03908224403858185
0,98,7,0.04444710165262222
0,98,8,0.08099086582660675
0,98,9,0.04566807299852371
0,98,10,0.04374866932630539
0,98,11,0.04911145195364952
0,98,12,0.03919810429215431
0,98,13,0.07934683561325073
0,98,14,0.056817490607500076
0,98,15,0.07043483108282089
0,98,16,0.0963200256228447
0,98,17,0.05355783551931381
0,98,18,0.05201787129044533
0,99,1,0.057205382734537125
0,99,2,0.045134566724300385
0,99,3,0.03652432933449745
0,99,4,0.05255872756242752
0,99,5,0.0599946565926075
0,99,6,0.04242071136832237
0,99,7,0.054055288434028625
0,99,8,0.08025997132062912
0,99,9,0.0624607689678669
0,99,10,0.04503825306892395
0,99,11,0.050681158900260925
0,99,12,0.04292861744761467
0,99,13,0.07473750412464142
0,99,14,0.04788448289036751
0,99,15,0.06640803068876266
0,99,16,0.07357879728078842
0,99,17,0.0514792762696743
0,99,18,0.056649453938007355
0,103,1,0.045135464519262314
0,103,2,0.04613818973302841
0,103,3,0.034744128584861755
0,103,4,0.047111399471759796
0,103,5,0.05716812610626221
0,103,6,0.04409528523683548
0,103,7,0.053730715066194534
0,103,8,0.07935070246458054
0,103,9,0.05781376734375954
0,103,10,0.041028641164302826
0,103,11,0.04918584227561951
0,103,12,0.04427327588200569
0,103,13,0.07728578895330429
0,103,14,0.05313066765666008
0,103,15,0.07627358287572861
0,103,16,0.08533897250890732
0,103,17,0.05297524109482765
0,103,18,0.055220186710357666
0,104,1,0.05161776393651962
0,104,2,0.042792629450559616
0,104,3,0.03283027932047844
0,104,4,0.045741967856884
0,104,5,0.06788340955972672
0,104,6,0.04354086145758629
0,104,7,0.05477271229028702
0,104,8,0.0811268761754036
0,104,9,0.052610136568546295
0,104,10,0.039295095950365067
0,104,11,0.05137887969613075
0,104,12,0.040549881756305695
0,104,13,0.07521349936723709
0,104,14,0.04796643927693367
0,104,15,0.0697992816567421
0,104,16,0.08984312415122986
0,104,17,0.05902133882045746
0,104,18,0.05401576682925224
0,105,1,0.04392553120851517
0,105,2,0.04587649181485176
0,105,3,0.03279045224189758
0,105,4,0.04658187925815582
0,105,5,0.05622277408838272
0,105,6,0.04315224662423134
0,105,7,0.0524693988263607
0,105,8,0.07334622740745544
0,105,9,0.05712210014462471
0,105,10,0.042845189571380615
0,105,11,0.05259764939546585
0,105,12,0.03947626054286957
0,105,13,0.07656650990247726
0,105,14,0.05261049419641495
0,105,15,0.07537945359945297
0,105,16,0.1017814427614212
0,105,17,0.050991836935281754
0,105,18,0.05626396834850311
0,115,1,0.05483479052782059
0,115,2,0.03970630094408989
0,115,3,0.03969902917742729
0,115,4,0.05162582919001579
0,115,5,0.06271509826183319
