stage,item,base_auc,base_ap,auc_drop,auc_drop_permutation_mean,auc_drop_permutation_low,auc_drop_permutation_high,ap_drop,ap_drop_permutation_mean,ap_drop_permutation_low,ap_drop_permutation_high,auc_ci_low,auc_ci_high,ap_ci_low,ap_ci_high,rank_auc,rank_ap
moment,curve_all,0.6784364539466581,0.33475091831415205,0.05420580930785013,0.06532771838894302,0.04586977648202151,0.08877011121909095,0.06750054942224742,0.07093607686822367,0.056964517452761876,0.09209971228850095,-0.006627921529575361,0.11744640847867094,-0.00913024980079583,0.16022966395280783,3,3
moment,scalar_all,0.6784364539466581,0.33475091831415205,0.05506964690638161,0.07003563330093943,0.04530828204297588,0.09348882410106907,0.07909457829141414,0.06883002614965639,0.05542170442492356,0.08339437780311293,-0.006306424994309082,0.11186777141468407,0.013847537586838623,0.17575074686477266,2,2
moment,curve_channel::current_endo,0.6784364539466581,0.33475091831415205,0.015873015873015928,0.018011013929381314,0.012277291869128626,0.02416585681891803,0.02145655659404433,0.018534922474026994,0.0040943371061096245,0.03535385815715553,-0.011165249209447578,0.04296449456975785,-0.013081958566536671,0.0718131282343681,6,6
moment,curve_channel::current_mid,0.6784364539466581,0.33475091831415205,0.009610193283662749,0.012309685779073543,0.004610733182161764,0.020159809955728414,0.027824072344938777,0.027171455319893345,0.01331831584934362,0.03460021236680516,-0.013227915279587037,0.031467082775792854,0.001052339159790704,0.07618526292508869,7,5
moment,curve_channel::current_endo_minus_mid,0.6784364539466581,0.33475091831415205,0.005830903790087549,0.008962315084764083,-0.00018356548968778696,0.021520354173415468,-0.012085940339059964,-0.010112097888460236,-0.023375097842431414,0.023899298690211512,-0.03406444972520488,0.04362780443604999,-0.0783651544827232,0.04146519682777543,14,106
moment,curve_channel::change_endo,0.6784364539466581,0.33475091831415205,0.02062412266493907,0.023906705539358808,0.004934672281611152,0.039887701112190976,-0.021410303202038183,-0.013213754917719867,-0.05604773665180873,0.015278689207266216,-0.03355952305753221,0.07447787711436842,-0.11017963440793122,0.07754643902438783,5,107
moment,curve_channel::change_mid,0.6784364539466581,0.33475091831415205,0.0045351473922903285,0.007083468307958141,-0.008141669366159121,0.01416693661591617,0.014824575809093576,0.015672340121768435,-0.011337569184573182,0.038023584235124364,-0.024235883946880227,0.029871194613174366,-0.0429999572360292,0.0781155044754677,16,8
moment,curve_channel::change_endo_minus_mid,0.6784364539466581,0.33475091831415205,0.053233992009502296,0.0660187884677681,0.04077313465068577,0.08086599719252785,0.06168418065058434,0.06643996465925683,0.0534556027732776,0.07845957472363801,-0.021925984572881356,0.13167081128259128,3.377672983922607e-05,0.14625710735356331,4,4
moment,embedding_pool::segment_mean,0.6784364539466581,0.33475091831415205,-0.008314436885865417,0.004146420472951218,-0.006144044919555114,0.017633084980023805,0.0022037765734189696,0.006335076570361586,-0.017713940434981756,0.026604420851863986,,,,,107,26
moment,embedding_pool::segment_std,0.6784364539466581,0.33475091831415205,-0.003131411294676645,-0.0006910700788252955,-0.011089515171147868,0.009696577043515786,0.00408550274064623,-0.0008688795631668356,-0.010347126908941129,0.011589435284183103,-0.026570824268793813,0.01792186947977394,-0.042474973189767486,0.051321731125925134,101,15
moment,embedding_pool::segment_max,0.6784364539466581,0.33475091831415205,0.09005506964690646,0.10245113918583304,0.07721628333873232,0.13237231400496707,0.09506808844669651,0.09583778810845073,0.07868547994076663,0.1060032415517067,0.010751533531562996,0.16181114096911225,0.03437780214749509,0.18772966767615148,1,1
moment,scalar::history_visits,0.6784364539466581,0.33475091831415205,-0.0006478781988986659,-0.0004319187992657403,-0.001284958427815619,0.0011337868480726376,-0.002350121080453904,-0.001721554249212387,-0.00494965386380708,-0.0006131808333115218,,,,,65,77
moment,scalar::days_since_first,0.6784364539466581,0.33475091831415205,-0.0017276751970629611,-0.002634704675520849,-0.0043407839326204956,-0.0012201706079256747,-0.004633223137343323,-0.005657633757666147,-0.008479298365894561,-0.0019270320164150867,,,,,85,95
moment,scalar::days_since_previous,0.6784364539466581,0.33475091831415205,-0.00421120829284094,-0.00440557175251044,-0.005647338300399429,-0.003293380844401228,0.0003563000907769731,0.00018054820217733303,-0.0027343994906221525,0.0042097462585575784,,,,,104,39
moment,scalar::has_previous_visit,0.6784364539466581,0.33475091831415205,-0.0001079796998163518,-0.0001079796998163518,-0.0014793218874850078,0.0006262822589353512,-0.0003031221406413209,-0.002017322984340597,-0.003651800071769462,-0.0006194717143928052,,,,,50,48
moment,scalar::current_mid_gls,0.6784364539466581,0.33475091831415205,0.0020516142965122386,0.0022459777561819605,0.00010797969981646283,0.003930461073318292,0.006130351791029831,0.006503527566523948,0.0029825304876684444,0.008576751782503167,-0.005889352766180717,0.01083175454896085,-0.003408058290006267,0.021019262851772833,18,13
moment,scalar::current_endo_gls,0.6784364539466581,0.33475091831415205,0.0005398984990823141,0.0004751106791923698,-0.0012309685779073876,0.001468523917503517,0.0028117547112656016,0.0032284524198020748,1.2404532264698176e-05,0.005680389111288542,-0.0058515618002687115,0.007756842320261499,-0.010235893920560393,0.01858663844597433,31,22
moment,scalar::current_ef,0.6784364539466581,0.33475091831415205,-0.0020516142965122386,-0.0013173523377605356,-0.0031530072346398486,-0.0003563330093941941,-0.00192296298397715,-0.000820248712174787,-0.004600966756837077,0.002007015168447479,,,,,94,70
moment,scalar::first_mid_gls,0.6784364539466581,0.33475091831415205,0.009178274484396898,0.009178274484397009,0.004599935212180162,0.013724219846668828,0.011584405658426167,0.010106599416120243,0.0057132762410793125,0.014792525381750188,-0.001782439169765909,0.019677204836415427,-0.0002655502573950764,0.026638811071766112,8,10
moment,scalar::first_endo_gls,0.6784364539466581,0.33475091831415205,0.008638375985314806,0.008681567865241435,0.005884893639995781,0.01214771622934896,0.01627262127013568,0.01569818898507358,0.00895628988489755,0.021765964094235812,-0.0009788837897615058,0.01838556783995611,0.0015239355070983604,0.03772808716823103,9,7
moment,scalar::first_ef,0.6784364539466581,0.33475091831415205,-0.006046863189720253,-0.005787711910160809,-0.00813087139617752,-0.004556743332253532,-0.006614209502125934,-0.006682960490617396,-0.01406765917313163,-0.0020573355833541362,,,,,106,98
moment,scalar::current_mid_decline_from_first,0.6784364539466581,0.33475091831415205,0.0069107007882518445,0.006867508908325215,0.004491955512363699,0.008951517114782481,0.0036040143976017736,0.005414798008865018,0.0024648289546178037,0.007812926104857787,0.0012457379243563716,0.013173861711604614,-0.010380348344981345,0.0177998907656836,12,17
moment,scalar::current_endo_decline_from_first,0.6784364539466581,0.33475091831415205,0.005291005291005346,0.005226217471115513,0.0030882194147501263,0.007245437857682835,0.006222879597874542,0.005397969010547898,0.00045896914444992776,0.00807942893369662,-0.0017189146400225536,0.012437324325766613,-0.0075795745943876836,0.03021286042527012,15,12
moment,scalar::current_ef_decline_from_first,0.6784364539466581,0.33475091831415205,-0.001187776697980758,-0.0017060792570996464,-0.0029586437749702377,7.55857898716572e-05,-0.0019709705762844254,-0.0029327131714833587,-0.005581845687365639,0.0009156007352722484,,,,,74,71
moment,scalar::last_mid_relative_change,0.6784364539466581,0.33475091831415205,0.0009718172983479434,0.0008422416585681658,0.00025915127955944417,0.001382140157650369,-0.0009350005492979596,-0.0006851162146149781,-0.002561202491038972,0.0019161406424500482,-0.0021441102756890873,0.0041630000329274715,-0.014444889400086676,0.012684920033897769,24,55
moment,scalar::last_endo_relative_change,0.6784364539466581,0.33475091831415205,0.0,0.0004103228593024255,-0.0011121909081092118,0.0010689990281828043,-0.002093754155756966,-0.0005685990849122469,-0.004742679071762235,0.0051649252056626405,,,,,48,75
