ensemble,importance_scope,component,item,display_item,auc_drop,ap_drop,rank_auc,rank_ap,auc_ci_low,auc_ci_high,ap_ci_low,ap_ci_high
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_vendor_time_to_peak_norm_circular_std,moment::scalar::cur_var__mid_vendor_time_to_peak_norm_circular_std,-0.0004319187992657403,-0.00045085796701460623,264,267,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_vendor_time_to_peak_norm_circular_std,moment::scalar::d_var__mid_vendor_time_to_peak_norm_circular_std,0.0010797969981644062,0.0011417623391692389,73,134,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_post_systolic_fraction,moment::scalar::cur_var__mid_post_systolic_fraction,0.00010797969981646283,0.0012023106421908958,204,125,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_post_systolic_fraction,moment::scalar::d_var__mid_post_systolic_fraction,-0.001187776697980758,-0.0006676635720833102,286,275,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_curve_dispersion_rms,moment::scalar::cur_var__mid_curve_dispersion_rms,0.003131411294676645,0.00719220320528291,27,55,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_curve_dispersion_rms,moment::scalar::d_var__mid_curve_dispersion_rms,0.0004319187992657403,0.0013239432686682484,144,108,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_curve_pairwise_rmse,moment::scalar::cur_var__mid_curve_pairwise_rmse,0.0009718172983479434,0.003244787542981298,81,70,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_curve_pairwise_rmse,moment::scalar::d_var__mid_curve_pairwise_rmse,0.0009718172983479434,5.466781546092925e-05,81,223,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_curve_integrated_robust_mad,moment::scalar::cur_var__mid_curve_integrated_robust_mad,-0.0003239390994493885,-0.0025156203749724937,261,293,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_curve_integrated_robust_mad,moment::scalar::d_var__mid_curve_integrated_robust_mad,0.0003239390994493885,0.00034067469648046966,153,196,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_shape_dispersion_rms,moment::scalar::cur_var__mid_shape_dispersion_rms,-0.0010797969981642952,-0.0029612690145488507,283,297,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_shape_dispersion_rms,moment::scalar::d_var__mid_shape_dispersion_rms,-0.001187776697980758,-0.002274143222189773,286,291,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_shape_pairwise_rmse,moment::scalar::cur_var__mid_shape_pairwise_rmse,0.0009718172983480544,0.011565146766844059,80,36,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_shape_pairwise_rmse,moment::scalar::d_var__mid_shape_pairwise_rmse,0.0015117157974300355,0.0012742830253936188,61,117,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_shape_incoherence,moment::scalar::cur_var__mid_shape_incoherence,-0.0006478781988985549,-0.0005430654474024577,271,270,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_shape_incoherence,moment::scalar::d_var__mid_shape_incoherence,-0.00010797969981646283,-0.0007590207661533066,241,278,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_within_view_peak_robust_sd_mean,moment::scalar::cur_var__mid_within_view_peak_robust_sd_mean,-0.00021595939963281463,-0.0038151256156900293,247,301,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_within_view_peak_robust_sd_mean,moment::scalar::d_var__mid_within_view_peak_robust_sd_mean,0.0007558578987150177,-0.00023366652772183194,107,256,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_within_ring_peak_robust_sd_mean,moment::scalar::cur_var__mid_within_ring_peak_robust_sd_mean,-0.00032393909944916643,0.002614773210240784,254,73,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_within_ring_peak_robust_sd_mean,moment::scalar::d_var__mid_within_ring_peak_robust_sd_mean,0.0019436345966958868,0.0021127163467623555,46,81,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_spatial_peak_graph_roughness,moment::scalar::cur_var__mid_spatial_peak_graph_roughness,-0.0009718172983479434,0.0038049842521450383,280,66,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_spatial_peak_graph_roughness,moment::scalar::d_var__mid_spatial_peak_graph_roughness,-0.0006478781988985549,0.0002175310210210668,271,209,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_spatial_timing_graph_roughness,moment::scalar::cur_var__mid_spatial_timing_graph_roughness,-0.0005398984990820921,-0.0005267756972988646,268,269,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_spatial_timing_graph_roughness,moment::scalar::d_var__mid_spatial_timing_graph_roughness,0.0,0.0007351401440121585,229,167,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_impaired_segment_fraction_lt15,moment::scalar::cur_var__mid_impaired_segment_fraction_lt15,0.0003239390994493885,0.0007183556487689868,153,170,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_impaired_segment_fraction_lt15,moment::scalar::d_var__mid_impaired_segment_fraction_lt15,0.0016196954972464983,0.0025674438656352327,57,75,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::cur_var__mid_apical_basal_peak_gradient,moment::scalar::cur_var__mid_apical_basal_peak_gradient,-0.0007558578987150177,-0.0003043016908028662,276,261,,,,
CNN + MOMENT + Catch22,one_component,moment_small_frozen_curves_scalars,scalar::d_var__mid_apical_basal_peak_gradient,moment::scalar::d_var__mid_apical_basal_peak_gradient,-0.0006478781988985549,3.4270200159558506e-05,271,226,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,curve_all,catch22::curve_all,0.007774538386783325,0.0176190498684905,12,19,-0.019707222859260902,0.03453863030832173,-0.04544702668288778,0.0621934922012103
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,scalar_all,catch22::scalar_all,0.0017276751970629611,-0.0019226013935604302,52,289,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,curve_channel::current_endo,catch22::curve_channel::current_endo,0.003671309793758848,0.012623184890807604,24,30,-0.013121384297520924,0.02054429459652878,-0.01792073514906642,0.04981030878395542
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,curve_channel::current_mid,catch22::curve_channel::current_mid,-0.0032393909944929966,0.013922858232791602,303,27,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,curve_channel::current_endo_minus_mid,catch22::curve_channel::current_endo_minus_mid,0.0015117157974301465,0.02284839121274962,59,9,-0.015192141826727287,0.019068956710509517,-0.022886407598902016,0.0689491140774593
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,curve_channel::change_endo,catch22::curve_channel::change_endo,-0.0012957563977971098,0.00970722342335012,288,44,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,curve_channel::change_mid,catch22::curve_channel::change_mid,0.0009718172983479434,0.00666383116175584,81,58,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,curve_channel::change_endo_minus_mid,catch22::curve_channel::change_endo_minus_mid,-0.0014037360976135727,0.0067240002106424,291,57,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,segment_aggregation::mean,catch22::segment_aggregation::mean,0.0038872691933916625,0.018205359195668736,23,18,-0.010249736558077899,0.017686404458690727,-0.01160847817391629,0.039667498853450084
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,segment_aggregation::std,catch22::segment_aggregation::std,-0.013173523377605023,-0.01919759028172896,306,306,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,segment_aggregation::min,catch22::segment_aggregation::min,0.013497462477054412,0.021303279738011938,6,11,-0.004073405926614079,0.03003264292467661,-0.00793077754657412,0.05686388532061354
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,segment_aggregation::max,catch22::segment_aggregation::max,0.0010797969981642952,0.016927294706414575,79,21,-0.009155503059216905,0.00971662371748612,-0.009421023585132245,0.0398091086378971
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,segment_aggregation::median,catch22::segment_aggregation::median,0.00010797969981646283,0.008338226275639293,204,48,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::CO_Embed2_Dist_tau_d_expfit_meandiff,catch22::catch22_descriptor::CO_Embed2_Dist_tau_d_expfit_meandiff,-0.0010797969981642952,-0.0005937295025402189,283,273,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::CO_FirstMin_ac,catch22::catch22_descriptor::CO_FirstMin_ac,-0.001835654896879313,0.007319585390214434,297,54,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::CO_HistogramAMI_even_2_5,catch22::catch22_descriptor::CO_HistogramAMI_even_2_5,-0.0005398984990820921,0.00879708763072623,268,47,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::CO_f1ecac,catch22::catch22_descriptor::CO_f1ecac,0.007018680488068307,0.019720352259189944,15,15,-0.0023600610941613,0.014735622788278089,-0.00047722542658477083,0.03495221598311456
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::CO_trev_1_num,catch22::catch22_descriptor::CO_trev_1_num,-0.0045351473922902175,-0.006521901650888895,305,304,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::DN_HistogramMode_10,catch22::catch22_descriptor::DN_HistogramMode_10,-0.0012957563977972208,0.01056058270558724,290,40,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::DN_HistogramMode_5,catch22::catch22_descriptor::DN_HistogramMode_5,0.0007558578987151288,0.014374338114430618,100,26,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::DN_OutlierInclude_n_001_mdrmd,catch22::catch22_descriptor::DN_OutlierInclude_n_001_mdrmd,0.002483533095777979,0.007587289709485079,38,51,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::DN_OutlierInclude_p_001_mdrmd,catch22::catch22_descriptor::DN_OutlierInclude_p_001_mdrmd,0.011553827880358525,0.030037560631536397,8,6,-0.004232527858148643,0.027534800009302942,0.002938753150328315,0.0662857646577166
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::FC_LocalSimple_mean1_tauresrat,catch22::catch22_descriptor::FC_LocalSimple_mean1_tauresrat,-0.0014037360976135727,0.004871535327977516,291,63,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::FC_LocalSimple_mean3_stderr,catch22::catch22_descriptor::FC_LocalSimple_mean3_stderr,0.0004319187992658513,-0.0005849996200131269,137,272,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::IN_AutoMutualInfoStats_40_gaussian_fmmi,catch22::catch22_descriptor::IN_AutoMutualInfoStats_40_gaussian_fmmi,-0.0006478781988985549,-0.0011651630490292497,271,283,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::MD_hrv_classic_pnn40,catch22::catch22_descriptor::MD_hrv_classic_pnn40,0.0020516142965123496,0.017076862287796202,43,20,-0.007183286800916574,0.01017393320964749,-0.014810861103922109,0.03543143736290194
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::PD_PeriodicityWang_th0_01,catch22::catch22_descriptor::PD_PeriodicityWang_th0_01,0.0026994924954109045,0.012006708054398185,32,35,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::SB_BinaryStats_diff_longstretch0,catch22::catch22_descriptor::SB_BinaryStats_diff_longstretch0,-0.0015117157974300355,-0.001565004569832884,294,285,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::SB_BinaryStats_mean_longstretch1,catch22::catch22_descriptor::SB_BinaryStats_mean_longstretch1,0.0017276751970630722,0.005743858962103665,51,60,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::SB_MotifThree_quantile_hh,catch22::catch22_descriptor::SB_MotifThree_quantile_hh,-0.0012957563977971098,-0.0016163644038967306,288,287,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::SB_TransitionMatrix_3ac_sumdiagcov,catch22::catch22_descriptor::SB_TransitionMatrix_3ac_sumdiagcov,-0.001835654896879313,-0.0007053248006169133,297,277,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,catch22::catch22_descriptor::SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,-0.0015117157974300355,0.006988284414790935,294,56,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,catch22::catch22_descriptor::SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,-0.0014037360976135727,-0.00035522619119554566,291,263,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::SP_Summaries_welch_rect_area_5_1,catch22::catch22_descriptor::SP_Summaries_welch_rect_area_5_1,0.0016196954972466093,0.020061539927296868,55,13,-0.009223314276977927,0.011187972190375362,-0.006343726081093899,0.041073968993510936
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,catch22_descriptor::SP_Summaries_welch_rect_centroid,catch22::catch22_descriptor::SP_Summaries_welch_rect_centroid,0.00021595939963292565,0.0002601155056483617,181,206,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c1_min_DN_OutlierInclude_p_001_mdrmd,catch22::feature::c1_min_DN_OutlierInclude_p_001_mdrmd,0.014577259475218707,0.026153217184929134,5,7,0.0024396950336161042,0.027095771849772923,0.00467178617965143,0.04910960954130198
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::first_endo_gls,catch22::feature::first_endo_gls,0.0033473706943094594,0.012330319740517015,25,32,-0.004796620850530017,0.011019978673330986,-0.002130321674065508,0.029248837647401514
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::cur_var__mid_peak_abs_robust_sd,catch22::feature::cur_var__mid_peak_abs_robust_sd,0.0025915127955944417,0.001927646280765638,33,83,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_min_DN_HistogramMode_5,catch22::feature::c3_min_DN_HistogramMode_5,0.004427167692473866,0.007393145806301626,20,53,-0.0015352743006391083,0.010582214867929152,-0.008830510593303986,0.02881016609886319
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c1_min_SP_Summaries_welch_rect_area_5_1,catch22::feature::c1_min_SP_Summaries_welch_rect_area_5_1,0.0003239390994493885,0.005075358319364898,153,61,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_max_CO_f1ecac,catch22::feature::c3_max_CO_f1ecac,0.004103228593024588,0.018313453167036364,22,17,-0.002206025000048664,0.010889300411522584,0.0008520113348933519,0.0326223126967648
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::first_mid_gls,catch22::feature::first_mid_gls,0.003023431594860182,0.007576377617159347,28,52,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_min_SB_BinaryStats_mean_longstretch1,catch22::feature::c3_min_SB_BinaryStats_mean_longstretch1,0.0009718172983479434,0.008012239209003236,81,49,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c2_mean_CO_f1ecac,catch22::feature::c2_mean_CO_f1ecac,0.005830903790087438,0.007699846915506847,17,50,0.0001008466073680242,0.012428487461965529,0.0005432037721002176,0.020005727887423403
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_max_SP_Summaries_welch_rect_area_5_1,catch22::feature::c3_max_SP_Summaries_welch_rect_area_5_1,0.0028074721952273674,0.008876859176392471,31,46,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::cur_var__endo_vendor_peak_systolic_abs_robust_sd,catch22::feature::cur_var__endo_vendor_peak_systolic_abs_robust_sd,0.0017276751970629611,-0.002003131317205087,52,290,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_max_DN_HistogramMode_10,catch22::feature::c3_max_DN_HistogramMode_10,0.0006478781988986659,0.013420975663436696,114,29,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c5_median_MD_hrv_classic_pnn40,catch22::feature::c5_median_MD_hrv_classic_pnn40,0.003023431594860182,0.0033246484635379714,28,69,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_max_PD_PeriodicityWang_th0_01,catch22::feature::c3_max_PD_PeriodicityWang_th0_01,0.001187776697980869,-0.0008027538922213417,69,279,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c2_max_MD_hrv_classic_pnn40,catch22::feature::c2_max_MD_hrv_classic_pnn40,0.0006478781988986659,0.0015708966587818507,114,92,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c5_median_DN_OutlierInclude_n_001_mdrmd,catch22::feature::c5_median_DN_OutlierInclude_n_001_mdrmd,0.001835654896879424,0.00240946366273731,50,76,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c6_max_SP_Summaries_welch_rect_area_5_1,catch22::feature::c6_max_SP_Summaries_welch_rect_area_5_1,0.0021595939963288124,0.0006851028847634222,40,171,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::cur_var__mid_vendor_peak_systolic_abs_robust_sd,catch22::feature::cur_var__mid_vendor_peak_systolic_abs_robust_sd,0.0005398984990822031,0.0014587096219417228,128,96,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_median_PD_PeriodicityWang_th0_01,catch22::feature::c3_median_PD_PeriodicityWang_th0_01,0.0014037360976136837,0.009921274099074617,65,43,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::current_endo_decline_from_first,catch22::feature::current_endo_decline_from_first,0.002375553395961516,-0.0013163175079980438,39,284,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::cur_var__mid_within_view_peak_robust_sd_mean,catch22::feature::cur_var__mid_within_view_peak_robust_sd_mean,-0.0004319187992657403,-0.0043435464626133125,264,302,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::cur_var__endo_curve_integrated_robust_mad,catch22::feature::cur_var__endo_curve_integrated_robust_mad,-0.0026994924954109045,-0.0028526161145847606,301,296,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c5_mean_MD_hrv_classic_pnn40,catch22::feature::c5_mean_MD_hrv_classic_pnn40,0.0009718172983479434,0.0015993454774598237,81,91,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_std_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,catch22::feature::c3_std_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,0.00010797969981646283,0.011209860024397333,204,37,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c1_min_FC_LocalSimple_mean1_tauresrat,catch22::feature::c1_min_FC_LocalSimple_mean1_tauresrat,0.0007558578987151288,0.010945398516695182,100,39,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c2_max_PD_PeriodicityWang_th0_01,catch22::feature::c2_max_PD_PeriodicityWang_th0_01,0.0016196954972464983,-0.0011346689103810537,57,282,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c2_std_DN_OutlierInclude_n_001_mdrmd,catch22::feature::c2_std_DN_OutlierInclude_n_001_mdrmd,0.0021595939963287014,0.0036011530957628657,41,67,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c1_mean_PD_PeriodicityWang_th0_01,catch22::feature::c1_mean_PD_PeriodicityWang_th0_01,0.0006478781988986659,0.010967990063632915,114,38,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_mean_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,catch22::feature::c3_mean_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,-0.00043191879926562926,-2.9773076564931777e-05,262,237,,,,
CNN + MOMENT + Catch22,one_component,catch22_xgb_curves_scalars,feature::c3_std_DN_HistogramMode_10,catch22::feature::c3_std_DN_HistogramMode_10,0.0006478781988986659,0.015357045527568669,114,23,-0.001774279977911705,0.003587174876063278,-0.0003530690318860204,0.03117421058609264
